age_Kruijssen,Fe/H,O/Fe,F275W,F275W_abs,F336W,F336W_abs,F435W,F435W_abs,F606W,F606W_abs,F814W,F814W_abs
12.17,-2.237,0.039999999,17.6037,2.517698282,16.0746,0.988598282,15.8165,0.730498282,14.7047,-0.381301718,13.8989,-1.187101718
12.17,-2.264,0.388000011,17.5341,2.448098282,15.7872,0.701198282,15.3674,0.281398282,14.1883,-0.897701718,13.3433,-1.742701718
12.17,-2.229,0.34799999,17.9772,2.891198282,16.791,1.704998282,16.7568,1.670798282,15.7717,0.685698282,15.0233,-0.062701718
12.17,-2.181,0.449999988,17.59,2.503998282,15.9916,0.905598282,15.7096,0.623598282,14.5927,-0.493301718,13.7767,-1.309301718
12.17,-2.269,0.556999981,17.6656,2.579598282,16.2172,1.131198282,16.029,0.942998282,14.9298,-0.156201718,14.1456,-0.940401718
12.17,-2.304,0.245179812,17.8429,2.756898282,16.4915,1.405498282,16.4451,1.359098282,15.422,0.335998282,14.6653,-0.420701718
12.17,-2.249,0.220423128,17.6308,2.544798282,15.7483,0.662298282,15.3361,0.250098282,14.0997,-0.986301718,13.2493,-1.836701718
12.17,-2.123,0.142026965,17.9045,2.818498282,16.5114,1.425398282,16.4572,1.371198282,15.4117,0.325698282,14.6439,-0.442101718
12.17,-2.176,0.085000001,17.5447,2.458698282,15.9307,0.844698282,15.5988,0.512798282,14.4664,-0.619601718,13.6419,-1.444101718
12.17,-2.214,0.142852189,17.6704,2.584398282,16.1861,1.100098282,16.0002,0.914198282,14.903,-0.183001718,14.1116,-0.974401718
12.17,-2.235,0.006,17.6406,2.554598282,16.1546,1.068598282,15.9635,0.877498282,14.8558,-0.230201718,14.0656,-1.020401718
12.17,-2.304,0.474999994,17.6608,2.574798282,16.1662,1.080198282,16.0184,0.932398282,14.8978,-0.188201718,14.1021,-0.983901718
12.17,-2.244,0.531000018,17.6042,2.518198282,15.8955,0.809498282,15.6042,0.518198282,14.4548,-0.631201718,13.644,-1.442001718
12.17,-2.211,0.574000001,17.7659,2.679898282,16.4437,1.357698282,16.3079,1.221898282,15.2776,0.191598282,14.5082,-0.577801718
11.52,-1.76,0.610000014,17.3059,3.633501053,15.4317,1.759301053,14.9087,1.236301053,13.6012,-0.071198947,12.6945,-0.977898947
11.52,-1.44,0.039999999,18.0197,4.347301053,15.5709,1.898501053,14.1265,0.454101053,12.3737,-1.298698947,11.4076,-2.264798947
11.52,-1.16,-0.109999999,18.4819,4.809501053,16.0766,2.404201053,14.8934,1.221001053,13.325,-0.347398947,12.38,-1.292398947
11.52,-1.46,-0.349999994,17.5822,3.909801053,15.4198,1.747401053,14.4379,0.765501053,12.6958,-0.976598947,11.7214,-1.950998947
11.52,-1.45,0.08921271,18.7983,5.125901053,15.8295,2.157101053,13.6481,-0.024298947,11.5627,-2.109698947,10.2609,-3.411498947
11.52,-1.28,0.146978311,18.257,4.584601053,15.898,2.225601053,14.7131,1.040701053,13.1044,-0.567998947,12.1544,-1.517998947
11.52,-1.82,0.229500584,17.4358,3.763401053,14.8352,1.162801053,13.4751,-0.197298947,12.0553,-1.617098947,11.0119,-2.660498947
11.52,-1.87,0.155230531,17.68,4.007601053,14.9497,1.277301053,13.5351,-0.137298947,11.8526,-1.819798947,10.739,-2.933398947
11.52,-1.72,0.229500584,18.0965,4.424101053,15.2213,1.548901053,13.611,-0.061398947,11.7869,-1.885498947,10.6533,-3.019098947
11.52,-1.69,0.163482764,18.033,4.360601053,15.2657,1.593301053,13.8314,0.159001053,12.0289,-1.643498947,10.9787,-2.693698947
11.52,-1.78,0.5,17.6113,3.938901053,15.8545,2.182101053,15.3827,1.710301053,14.0835,0.411101053,13.2166,-0.455798947
11.52,-1.81,0.029999999,17.5146,3.842201053,14.8912,1.218801053,13.5922,-0.080198947,11.8911,-1.781298947,10.8097,-2.862698947
11.52,-1.49,0.610000014,18.1814,4.509001053,15.5374,1.865001053,14.5793,0.906901053,13.0553,-0.617098947,12.0588,-1.613598947
11.52,-1.79,-0.400000006,17.4962,3.823801053,14.9959,1.323501053,13.4701,-0.202298947,11.632,-2.040398947,10.5383,-3.134098947
11.52,-1.48,-0.059999999,17.8524,4.180001053,15.6488,1.976401053,14.4476,0.775201053,12.8444,-0.827998947,11.897,-1.775398947
11.52,-1.95,0.400000006,17.7424,4.070001053,14.9111,1.238701053,13.2715,-0.400898947,11.5104,-2.161998947,10.2065,-3.465898947
11.52,-1.16,-0.039999999,18.8415,5.169101053,16.1608,2.488401053,14.8003,1.127901053,13.0979,-0.574498947,12.103,-1.569398947
11.52,-1.42,0.75999999,18.9492,5.276801053,15.7371,2.064701053,14.2945,0.622101053,12.5177,-1.154698947,11.4427,-2.229698947
11.52,-1.58,0.550000012,18.7259,5.053501053,15.5051,1.832701053,13.7905,0.118101053,11.8307,-1.841698947,10.6671,-3.005298947
11.52,-1.89,0.2047439,17.6509,3.978501053,14.8581,1.185701053,13.3479,-0.324498947,11.5692,-2.103198947,10.4392,-3.233198947
11.52,-1.43,-0.25,17.8317,4.159301053,15.4977,1.825301053,14.1899,0.517501053,12.5005,-1.171898947,11.5001,-2.172298947
11.52,-1.27,1.00999999,19.4036,5.731201053,16.2273,2.554901053,15.0154,1.343001053,13.2963,-0.376098947,12.2682,-1.404198947
11.52,-0.74,0.419999987,19.4289,5.756501053,17.0162,3.343801053,16.0209,2.348501053,14.5156,0.843201053,13.6402,-0.032198947
11.52,-0.97,0.039999999,19.748,6.075601053,16.7345,3.062101053,15.1677,1.495301053,13.4139,-0.258498947,12.4,-1.272398947
11.52,-1.59,-0.230000004,17.997,4.324601053,15.389,1.716601053,13.6569,-0.015498947,11.7593,-1.913098947,10.783,-2.889398947
11.52,-1.0,0.330000013,19.9052,6.232801053,16.7427,3.070301053,15.0459,1.373501053,13.2127,-0.459698947,12.1453,-1.527098947
11.52,-1.46,-0.100000001,17.5855,3.913101053,15.3175,1.645101053,14.1956,0.523201053,12.5819,-1.090498947,11.5992,-2.073198947
11.52,-1.76,0.639999986,17.7521,4.079701053,15.0297,1.357301053,13.8691,0.196701053,12.2432,-1.429198947,11.1917,-2.480698947
11.52,-1.77,0.430000007,17.4587,3.786301053,14.7872,1.114801053,13.4301,-0.242298947,11.7322,-1.940198947,10.6314,-3.040998947
11.52,-1.84,0.02,17.4814,3.809001053,14.9359,1.263501053,13.6351,-0.037298947,11.9602,-1.712198947,10.8925,-2.779898947
11.52,-1.77,0.5,17.7502,4.077801053,15.7796,2.107201053,15.2359,1.563501053,13.9214,0.249001053,12.9924,-0.679998947
11.52,-1.58,0.050000001,17.7702,4.097801053,15.3938,1.721401053,14.2484,0.576001053,12.6578,-1.014598947,11.6529,-2.019498947
11.52,-1.59,0.629999995,18.4184,4.746001053,15.4103,1.737901053,14.0274,0.355001053,12.2596,-1.412798947,11.1895,-2.482898947
11.52,-1.36,0.090000004,17.7427,4.070301053,16.0993,2.426901053,15.5113,1.838901053,14.2148,0.542401053,13.3522,-0.320198947
11.52,-1.69,0.400000006,18.1197,4.447301053,15.1255,1.453101053,13.5103,-0.162098947,11.6356,-2.036798947,10.5349,-3.137498947
11.52,-1.78,0.163482764,17.0671,3.394701053,15.296,1.623601053,14.7361,1.063701053,13.4997,-0.172698947,12.5836,-1.088798947
11.52,-1.81,0.49000001,18.2815,4.609101053,15.3419,1.669501053,13.3339,-0.338498947,11.2582,-2.414198947,9.9978,-3.674598947
11.52,-1.4,-0.029999999,18.5418,4.869401053,15.7429,2.070501053,13.8292,0.156801053,11.8712,-1.801198947,10.7693,-2.903098947
11.52,-1.97,0.300000012,17.7262,4.053801053,14.903,1.230601053,13.3268,-0.345598947,11.6191,-2.053298947,10.5034,-3.168998947
11.52,-1.73,0.579999983,17.5309,3.858501053,15.3316,1.659201053,14.5824,0.910001053,13.1332,-0.539198947,12.2395,-1.432898947
11.52,-1.92,0.400000006,17.4458,3.773401053,14.8573,1.184901053,13.7993,0.126901053,12.2712,-1.401198947,11.2646,-2.407798947
11.52,-1.37,-0.25,17.8168,4.144401053,15.6306,1.958201053,14.4452,0.772801053,12.8872,-0.785198947,11.9176,-1.754798947
11.52,-1.02,0.610000014,19.7947,6.122301053,16.751,3.078601053,15.2321,1.559701053,13.5952,-0.077198947,12.5224,-1.149998947
11.52,-1.75,0.800000012,17.4558,3.783401053,15.812,2.139601053,15.541,1.868601053,14.3552,0.682801053,13.5189,-0.153498947
11.52,-1.98,0.430000007,17.1989,3.526501053,15.2409,1.568501053,14.661,0.988601053,13.3506,-0.321798947,12.5269,-1.145498947
11.52,-1.6,0.138726079,17.303,3.630601053,15.7733,2.100901053,15.3304,1.658001053,14.1358,0.463401053,13.2744,-0.397998947
11.52,-1.78,0.21299612,17.3268,3.654401053,15.6504,1.978001053,15.3149,1.642501053,14.1208,0.448401053,13.2792,-0.393198947
11.52,-1.85,0.080960484,17.0775,3.405101053,15.3277,1.655301053,14.7328,1.060401053,13.4717,-0.200698947,12.5679,-1.104498947
11.52,-1.82,0.07,17.3368,3.664401053,15.6773,2.004901053,15.3299,1.657501053,14.112,0.439601053,13.241,-0.431398947
11.52,-1.52,-0.300000012,17.2917,3.619301053,15.6008,1.928401053,14.9377,1.265301053,13.6182,-0.054198947,12.7309,-0.941498947
11.52,-1.96,0.419999987,17.1992,3.526801053,15.4622,1.789801053,15.1011,1.428701053,13.9048,0.232401053,13.0453,-0.627098947
11.52,-1.74,0.460000008,17.4923,3.819901053,15.4197,1.747301053,14.8106,1.138201053,13.4426,-0.229798947,12.5173,-1.155098947
11.52,-2.02,-0.100000001,17.4976,3.825201053,15.8455,2.173101053,15.1684,1.496001053,13.8409,0.168501053,12.9701,-0.702298947
11.52,-1.71,0.130473847,17.3399,3.667501053,15.6698,1.997401053,15.2569,1.584501053,14.0669,0.394501053,13.1545,-0.517898947
11.52,-1.65,0.237752804,17.4708,3.798401053,15.7545,2.082101053,15.4273,1.754901053,14.2264,0.554001053,13.3394,-0.332998947
11.52,-1.92,0.02,17.1371,3.464701053,15.3402,1.667801053,14.7918,1.119401053,13.5411,-0.131298947,12.5939,-1.078498947
11.52,-2.03,0.171734983,17.3726,3.700201053,15.6416,1.969201053,15.3447,1.672301053,14.1567,0.484301053,13.3047,-0.367698947
11.46,-1.341,0.494,18.7596,4.390382334,15.6436,1.274382334,14.1701,-0.199117666,12.3766,-1.992617666,11.3389,-3.030317666
11.46,-1.332,-0.543,17.8776,3.508382334,15.6268,1.257582334,14.7434,0.374182334,13.3717,-0.997517666,12.4946,-1.874617666
11.46,-1.343,0.049,17.9784,3.609182334,15.7538,1.384582334,15.0058,0.636582334,13.6764,-0.692817666,12.8269,-1.542317666
11.46,-1.347,0.143,17.8481,3.478882334,15.8669,1.497682334,15.3168,0.947582334,14.0521,-0.317117666,13.2296,-1.139617666
11.46,-1.377,0.293,17.9223,3.553082334,15.8232,1.453982334,15.3669,0.997682334,14.0882,-0.281017666,13.2584,-1.110817666
11.46,-1.328,-0.308,17.7567,3.387482334,15.8744,1.505182334,15.3249,0.955682334,14.1035,-0.265717666,13.2915,-1.077717666
11.46,-1.321,0.031,17.8577,3.488482334,16.0071,1.637882334,15.5645,1.195282334,14.363,-0.006217666,13.568,-0.801217666
11.46,-1.335,0.145,17.8173,3.448082334,16.07,1.700782334,15.6274,1.258182334,14.4733,0.104082334,13.6934,-0.675817666
11.46,-1.325,0.339,18.0954,3.726182334,16.2961,1.926882334,16.0925,1.723282334,14.9388,0.569582334,14.1838,-0.185417666
11.46,-1.332,0.285,18.0746,3.705382334,16.4199,2.050682334,16.1328,1.763582334,15.0172,0.647982334,14.2669,-0.102317666
11.46,-1.352,0.391,18.1368,3.767582334,16.4712,2.101982334,16.2624,1.893182334,15.1492,0.779982334,14.4176,0.048382334
11.46,-1.357,0.396,18.1743,3.805082334,16.5599,2.190682334,16.326,1.956782334,15.2056,0.836382334,14.4712,0.101982334
11.46,-1.385,0.038,18.2072,3.837982334,16.7584,2.389182334,16.5372,2.167982334,15.4772,1.107982334,14.7562,0.386982334
11.46,-1.366,0.095,18.429,4.059782334,17.005,2.635782334,16.9004,2.531182334,15.8939,1.524682334,15.1882,0.818982334
11.46,-1.332,-0.543,17.8776,3.508382334,15.6268,1.257582334,14.7434,0.374182334,13.3717,-0.997517666,12.4946,-1.874617666
11.46,-1.343,0.049,17.9784,3.609182334,15.7538,1.384582334,15.0058,0.636582334,13.6764,-0.692817666,12.8269,-1.542317666
11.46,-1.347,0.143,17.8481,3.478882334,15.8669,1.497682334,15.3168,0.947582334,14.0521,-0.317117666,13.2296,-1.139617666
11.46,-1.377,0.293,17.9223,3.553082334,15.8232,1.453982334,15.3669,0.997682334,14.0882,-0.281017666,13.2584,-1.110817666
11.46,-1.328,-0.308,17.7567,3.387482334,15.8744,1.505182334,15.3249,0.955682334,14.1035,-0.265717666,13.2915,-1.077717666
11.46,-1.321,0.031,17.8577,3.488482334,16.0071,1.637882334,15.5645,1.195282334,14.363,-0.006217666,13.568,-0.801217666
11.46,-1.335,0.145,17.8173,3.448082334,16.07,1.700782334,15.6274,1.258182334,14.4733,0.104082334,13.6934,-0.675817666
11.46,-1.325,0.339,18.0954,3.726182334,16.2961,1.926882334,16.0925,1.723282334,14.9388,0.569582334,14.1838,-0.185417666
11.46,-1.332,0.285,18.0746,3.705382334,16.4199,2.050682334,16.1328,1.763582334,15.0172,0.647982334,14.2669,-0.102317666
11.46,-1.352,0.391,18.1368,3.767582334,16.4712,2.101982334,16.2624,1.893182334,15.1492,0.779982334,14.4176,0.048382334
11.46,-1.357,0.396,18.1743,3.805082334,16.5599,2.190682334,16.326,1.956782334,15.2056,0.836382334,14.4712,0.101982334
11.46,-1.385,0.038,18.2072,3.837982334,16.7584,2.389182334,16.5372,2.167982334,15.4772,1.107982334,14.7562,0.386982334
11.46,-1.341,0.493999988,18.7596,4.390382334,15.6436,1.274382334,14.1701,-0.199117666,12.3766,-1.992617666,11.3389,-3.030317666
11.46,-1.332,-0.542999983,17.8776,3.508382334,15.6268,1.257582334,14.7434,0.374182334,13.3717,-0.997517666,12.4946,-1.874617666
11.46,-1.343,0.048999999,17.9784,3.609182334,15.7538,1.384582334,15.0058,0.636582334,13.6764,-0.692817666,12.8269,-1.542317666
11.46,-1.347,0.116445068,23.8962,9.526982334,21.7403,7.371082334,21.1285,6.759282334,20.4722,6.102982334,20.0885,5.719282334
11.46,-1.377,0.24022849,19.4881,5.118882334,18.8526,4.483382334,19.2006,4.831382334,18.4745,4.105282334,17.881,3.511782334
11.46,-1.328,-0.307999998,17.7567,3.387482334,15.8744,1.505182334,15.3249,0.955682334,14.1035,-0.265717666,13.2915,-1.077717666
11.46,-1.321,0.030999999,22.5347,8.165482334,20.9777,6.608482334,20.8716,6.502382334,20.2131,5.843882334,19.5298,5.160582334
11.46,-1.335,0.118095505,17.8173,3.448082334,16.07,1.700782334,15.6274,1.258182334,14.4733,0.104082334,13.6934,-0.675817666
11.46,-1.325,0.338999987,19.5365,5.167282334,18.8945,4.525282334,19.2481,4.878882334,18.5778,4.208582334,18.0873,3.718082334
11.46,-1.332,0.233626694,18.0746,3.705382334,16.4199,2.050682334,16.1328,1.763582334,15.0172,0.647982334,14.2669,-0.102317666
11.46,-1.352,0.391000003,18.1368,3.767582334,16.4712,2.101982334,16.2624,1.893182334,15.1492,0.779982334,14.4176,0.048382334
11.46,-1.357,0.395999998,18.1743,3.805082334,16.5599,2.190682334,16.326,1.956782334,15.2056,0.836382334,14.4712,0.101982334
11.46,-1.366,0.094999999,24.4372,10.06798233,23.5125,9.143282334,22.7799,8.410682334,22.0632,7.693982334,21.2284,6.859182334
13.02,-1.763,-0.39,19.2551,4.182707323,16.8384,1.766007323,15.6398,0.567407323,13.8488,-1.223592677,12.743,-2.329392677
13.02,-1.802,0.1,19.4959,4.423507323,17.056,1.983607323,15.7083,0.635907323,13.7482,-1.324192677,12.6134,-2.458992677
13.02,-1.785,-0.24,19.5078,4.435407323,16.8625,1.790107323,15.28,0.207607323,13.2198,-1.852592677,12.0055,-3.066892677
13.02,-1.814,0.23,20.1007,5.028307323,17.1358,2.063407323,15.1335,0.061107323,12.7423,-2.330092677,11.3974,-3.674992677
13.02,-1.761,0.51,19.369,4.296607323,17.7322,2.659807323,17.4102,2.337807323,16.0775,1.005107323,15.1391,0.066707323
13.02,-1.789,0.18,19.3079,4.235507323,17.6658,2.593407323,17.3552,2.282807323,15.9969,0.924507323,15.0512,-0.021192677
13.02,-1.758,0.42,19.5928,4.520407323,16.8201,1.747707323,15.5051,0.432707323,13.6393,-1.433092677,12.4898,-2.582592677
13.02,-1.772,0.5,19.5029,4.430507323,17.9663,2.893907323,17.7645,2.692107323,16.4942,1.421807323,15.5867,0.514307323
13.02,-1.808,0.46,19.1144,4.042007323,16.7874,1.715007323,16.0063,0.933907323,14.4312,-0.641192677,13.3819,-1.690492677
13.02,-1.782,0.14,19.212,4.139607323,16.8282,1.755807323,15.7766,0.704207323,14.0609,-1.011492677,12.9768,-2.095592677
13.02,-1.767,-0.04,19.5229,4.450507323,16.7354,1.663007323,15.2384,0.166007323,13.2565,-1.815892677,12.0719,-3.000492677
13.02,-1.778,0.2,19.0795,4.007107323,16.9314,1.859007323,16.2767,1.204307323,14.7956,-0.276792677,13.7921,-1.280292677
13.02,-1.804,0.12,19.0157,3.943307323,17.1754,2.103007323,16.5921,1.519707323,15.1703,0.097907323,14.1852,-0.887192677
13.02,-1.804,0.25,19.1741,4.101707323,17.4448,2.372407323,17.1402,2.067807323,15.8276,0.755207323,14.8852,-0.187192677
13.02,-1.792,0.13,19.1081,4.035707323,17.0478,1.975407323,16.4081,1.335707323,14.9242,-0.148192677,13.9192,-1.153192677
13.02,-1.776,0.12,19.1223,4.049907323,16.7982,1.725807323,15.8698,0.797407323,14.2657,-0.806692677,13.2042,-1.868192677
13.02,-1.796,0.27,19.4721,4.399707323,17.9732,2.900807323,17.7649,2.692507323,16.5153,1.442907323,15.6149,0.542507323
13.02,-1.782,0.54,19.3009,4.228507323,17.7843,2.711907323,17.5563,2.483907323,16.3275,1.255107323,15.4302,0.357807323
13.02,-1.813,0.35,19.0958,4.023407323,16.5696,1.497207323,15.4593,0.386907323,13.7708,-1.301592677,12.6874,-2.384992677
13.02,-1.843,0.4,19.0774,4.005007323,16.5856,1.513207323,15.5329,0.460507323,13.9115,-1.160892677,12.832,-2.240392677
13.02,-1.772,0.42,19.1404,4.068007323,17.8148,2.742407323,17.4608,2.388407323,16.2025,1.130107323,15.3142,0.241807323
13.02,-1.83,0.36,19.2301,4.157707323,16.5587,1.486307323,15.2839,0.211507323,13.4878,-1.584592677,12.3785,-2.693892677
13.02,-1.783,0.35,19.8266,4.754207323,16.85,1.777607323,15.0683,-0.004092677,12.9997,-2.072692677,11.7454,-3.326992677
13.02,-1.817,0.2,19.0028,3.930407323,17.2844,2.212007323,16.8697,1.797307323,15.4988,0.426407323,14.5652,-0.507192677
13.02,-1.834,0.12,19.0488,3.976407323,16.9189,1.846507323,16.0466,0.974207323,14.5071,-0.565292677,13.4853,-1.587092677
12.18,-1.188,0.166,17.9241,6.587067906,15.5973,4.260267906,14.9406,3.603567906,13.2529,1.915867906,12.075,0.737967906
12.18,-1.208,0.256,17.8819,6.544867906,15.397,4.059967906,14.5236,3.186567906,12.7243,1.387267906,11.5154,0.178367906
12.18,-1.153,0.177,17.8794,6.542367906,15.8399,4.502867906,15.1959,3.858867906,13.5624,2.225367906,12.4293,1.092267906
12.18,-1.185,0.085,17.8548,6.517767906,15.8226,4.485567906,15.1537,3.816667906,13.5689,2.231867906,12.4462,1.109167906
12.18,-1.168,0.348,17.8556,6.518567906,15.8688,4.531767906,15.2255,3.888467906,13.6451,2.308067906,12.5225,1.185467906
12.18,-1.239,0.379,17.711,6.373967906,15.1036,3.766567906,14.1982,2.861167906,12.4146,1.077567906,11.2172,-0.119832094
12.18,-1.156,0.356,17.9443,6.607267906,15.8308,4.493767906,15.2138,3.876767906,13.6069,2.269867906,12.4651,1.128067906
12.18,-1.166,0.093,17.8477,6.510667906,15.2078,3.870767906,14.1275,2.790467906,12.1975,0.860467906,10.9633,-0.373732094
12.18,-1.217,0.312,17.8595,6.522467906,15.5958,4.258767906,14.867,3.529967906,13.1975,1.860467906,12.0501,0.713067906
12.18,-1.243,0.244,17.6059,6.268867906,14.9862,3.649167906,14.0825,2.745467906,12.2915,0.954467906,11.0906,-0.246432094
12.18,-1.193,0.202,17.6858,6.348767906,15.2239,3.886867906,14.3237,2.986667906,12.5298,1.192767906,11.3315,-0.005532094
12.18,-1.213,0.153,17.6674,6.330367906,15.2492,3.912167906,14.3258,2.988767906,12.5484,1.211367906,11.3795,0.042467906
12.18,-1.16,0.18,17.9746,6.637567906,15.9505,4.613467906,15.2669,3.929867906,13.648,2.310967906,12.534,1.196967906
12.18,-1.14,0.62,17.8819,6.544867906,15.397,4.059967906,14.5236,3.186567906,12.7243,1.387267906,11.5154,0.178367906
12.18,-1.09,0.54,17.9815,6.644467906,15.3977,4.060667906,14.8545,3.517467906,13.0861,1.749067906,11.8955,0.558467906
12.18,-1.13,0.58,18.0409,6.703867906,14.9675,3.630467906,13.6705,2.333467906,11.5831,0.246067906,10.254,-1.083032094
12.18,-1.2,0.54,17.8477,6.510667906,15.2078,3.870767906,14.1275,2.790467906,12.1975,0.860467906,10.9633,-0.373732094
12.18,-1.1,0.43,17.7311,6.394067906,15.2551,3.918067906,14.2323,2.895267906,12.3875,1.050467906,11.1912,-0.145832094
12.18,-1.15,0.78,17.9112,6.574167906,14.9802,3.643167906,13.8444,2.507367906,11.886,0.548967906,10.6376,-0.699432094
12.18,-1.18,0.39,17.7367,6.399667906,15.4581,4.121067906,14.5838,3.246767906,12.8638,1.526767906,11.6851,0.348067906
12.18,-1.17,0.71,18.4066,7.069567906,16.4769,5.139867906,16.0916,4.754567906,14.5985,3.261467906,13.4977,2.160667906
12.18,-1.11,0.38,18.3117,6.974667906,16.446,5.108967906,15.9127,4.575667906,14.3667,3.029667906,13.2742,1.937167906
12.18,-1.19,0.64,17.6059,6.268867906,14.9862,3.649167906,14.0825,2.745467906,12.2915,0.954467906,11.0906,-0.246432094
12.18,-1.25,0.58,18.3892,7.052167906,16.5916,5.254567906,16.078,4.740967906,14.5799,3.242867906,13.5053,2.168267906
12.18,-1.1,0.48,18.3651,7.028067906,16.5582,5.221167906,16.0751,4.738067906,14.5897,3.252667906,13.5117,2.174667906
12.18,-1.05,0.540000021,17.9815,6.644467906,15.3977,4.060667906,14.8545,3.517467906,13.0861,1.749067906,11.8955,0.558467906
12.18,-0.99,0.419999987,17.9241,6.587067906,15.5973,4.260267906,14.9406,3.603567906,13.2529,1.915867906,12.075,0.737967906
12.18,-1.0,0.400000006,18.0961,6.759067906,15.7945,4.457467906,15.1365,3.799467906,13.445,2.107967906,12.2702,0.933167906
12.18,-1.09,0.449999988,17.8579,6.520867906,15.5811,4.244067906,14.9243,3.587267906,13.2219,1.884867906,12.0496,0.712567906
12.18,-1.07,0.430000007,18.0409,6.703867906,14.9675,3.630467906,13.6705,2.333467906,11.5831,0.246067906,10.254,-1.083032094
12.18,-1.06,0.469999999,17.8819,6.544867906,15.397,4.059967906,14.5236,3.186567906,12.7243,1.387267906,11.5154,0.178367906
12.18,-1.07,0.360000014,17.7524,6.415367906,15.6079,4.270867906,14.8369,3.499867906,13.1684,1.831367906,12.0085,0.671467906
12.18,-1.19,0.439999998,17.8794,6.542367906,15.8399,4.502867906,15.1959,3.858867906,13.5624,2.225367906,12.4293,1.092267906
12.18,-1.09,0.479999989,17.8581,6.521067906,15.6176,4.280567906,14.9184,3.581367906,13.2197,1.882667906,12.0602,0.723167906
12.18,-1.07,0.5,17.4923,6.155267906,15.1012,3.764167906,14.3283,2.991267906,12.6085,1.271467906,11.427,0.089967906
12.18,-1.0,0.330000013,17.7367,6.399667906,15.4581,4.121067906,14.5838,3.246767906,12.8638,1.526767906,11.6851,0.348067906
12.18,-1.03,0.469999999,17.671,6.333967906,15.4584,4.121367906,14.6295,3.292467906,12.9371,1.600067906,11.7967,0.459667906
12.18,-1.07,0.479999989,17.711,6.373967906,15.1036,3.766567906,14.1982,2.861167906,12.4146,1.077567906,11.2172,-0.119832094
12.18,-1.13,0.379999995,17.9443,6.607267906,15.8308,4.493767906,15.2138,3.876767906,13.6069,2.269867906,12.4651,1.128067906
12.18,-1.12,0.310000002,18.0933,6.756267906,15.0078,3.670767906,13.5128,2.175767906,11.4046,0.067567906,10.0899,-1.247132094
12.18,-1.08,0.460000008,17.8281,6.491067906,15.5146,4.177567906,14.8835,3.546467906,13.1926,1.855567906,12.0285,0.691467906
12.18,-1.02,0.49000001,17.8248,6.487767906,15.0044,3.667367906,13.9323,2.595267906,12.0569,0.719867906,10.8084,-0.528632094
12.18,-1.03,0.50999999,17.8595,6.522467906,15.5958,4.258767906,14.867,3.529967906,13.1975,1.860467906,12.0501,0.713067906
12.18,-1.05,0.237752804,17.9054,6.568367906,15.8564,4.519367906,15.1578,3.820767906,13.511,2.173967906,12.3725,1.035467906
12.18,-1.14,0.409999996,17.6059,6.268867906,14.9862,3.649167906,14.0825,2.745467906,12.2915,0.954467906,11.0906,-0.246432094
12.18,-1.13,0.409999996,17.6858,6.348767906,15.2239,3.886867906,14.3237,2.986667906,12.5298,1.192767906,11.3315,-0.005532094
12.18,-1.09,0.50999999,17.7918,6.454767906,15.6078,4.270767906,15.018,3.680967906,13.3969,2.059867906,12.2567,0.919667906
12.18,-1.05,0.419999987,17.7409,6.403867906,15.4363,4.099267906,14.7516,3.414567906,13.072,1.734967906,11.9289,0.591867906
12.18,-1.02,0.300000012,17.6674,6.330367906,15.2492,3.912167906,14.3258,2.988767906,12.5484,1.211367906,11.3795,0.042467906
12.18,-1.1,0.469999999,17.9112,6.574167906,14.9802,3.643167906,13.8444,2.507367906,11.886,0.548967906,10.6376,-0.699432094
12.22,-1.65,-0.109999999,16.8553,2.503573145,14.8355,0.483773145,14.1288,-0.222926855,12.8854,-1.466326855,12.0629,-2.288826855
12.22,-1.71,0.21299612,17.703,3.351273145,15.0776,0.725873145,13.8439,-0.507826855,12.2709,-2.080826855,11.3109,-3.040826855
12.22,-1.6,0.349999994,17.5909,3.239173145,15.179,0.827273145,14.2494,-0.102326855,12.8144,-1.537326855,11.9096,-2.442126855
12.22,-1.57,-0.439999998,17.6788,3.327073145,15.1991,0.847373145,13.9156,-0.436126855,12.2704,-2.081326855,11.2902,-3.061526855
12.22,-1.66,-0.189999998,17.2737,2.921973145,15.294,0.942273145,14.5906,0.238873145,13.3372,-1.014526855,12.4892,-1.862526855
12.22,-1.61,0.360000014,18.0342,3.682473145,15.2267,0.874973145,13.9167,-0.435026855,12.2529,-2.098826855,11.2571,-3.094626855
12.22,-1.55,0.2047439,17.9208,3.569073145,15.1962,0.844473145,14.0503,-0.301426855,12.4228,-1.928926855,11.469,-2.882726855
12.22,-1.78,0.079999998,17.3598,3.008073145,15.2943,0.942573145,14.5629,0.211173145,13.2741,-1.077626855,12.4301,-1.921626855
12.22,-1.64,0.379999995,17.9598,3.608073145,15.1613,0.809573145,13.9036,-0.448126855,12.2446,-2.107126855,11.2554,-3.096326855
12.22,-1.62,0.300000012,17.7207,3.368973145,15.2217,0.869973145,14.3096,-0.042126855,12.8643,-1.487426855,11.9761,-2.375626855
12.22,-1.49,-0.769999981,17.7997,3.447973145,15.2934,0.941673145,13.8175,-0.534226855,12.1757,-2.176026855,11.2173,-3.134426855
12.22,-1.63,0.188239448,17.8286,3.476873145,15.217,0.865273145,14.0664,-0.285326855,12.4962,-1.855526855,11.5936,-2.758126855
12.22,-1.68,0.229500584,17.5313,3.179573145,15.1625,0.810773145,14.2868,-0.064926855,12.8518,-1.499926855,11.9658,-2.385926855
