NGC,Paper,Author Reference,RAJ2000,DEJ2000,Distance (pc),Vmag,Vmag_abs,Bmag,Bmag_abs,Imag,Imag_abs,Kmag,Kmag_abs,Teff,logg,age_Kruijssen,Fe/H,Fe/H_e,Fe/H_o,O/Fe,O/Fe_e,Na/Fe,Na/Fe_e,F275W,F275W_abs,F275W_e,F336W,F336W_abs,F336W_e,F435W,F435W_abs,F435W_e,F606W,F606W_abs,F606W_e,F814W,F814W_abs,F814W_e,Star ID,,,,,,,,,,,,,,,,,,,,,,
6093,Carretta,17085,244.2352708,-22.96770278,10339,13.973,-1.099392677,15.336,0.263607323,NaN,NaN,NaN,NaN,4414,1.18,13.02,-1.813,NaN,-1.58,0.35,0.09,0.13,0.02,19.0958,4.023407323,0.0129,16.5696,1.497207323,9.00E-04,15.4593,0.386907323,0.0067,13.7708,-1.301592677,0,12.6874,-2.384992677,0,R0012060,,,,,,,,,,,,,,,,,,,,,,
6093,Carretta,17206,244.2422042,-22.96621944,10339,14.075,-0.997392677,15.423,0.350607323,NaN,NaN,NaN,NaN,4434,1.21,13.02,-1.843,NaN,-1.58,0.4,0.1,0.18,0.06,19.0774,4.005007323,0.0339,16.5856,1.513207323,0.0207,15.5329,0.460507323,0.0112,13.9115,-1.160892677,0,12.832,-2.240392677,0,R0012523,,,,,,,,,,,,,,,,,,,,,,
6093,Carretta,17397,244.2450333,-22.964175,10339,15.153,0.080607323,16.324,1.251607323,NaN,NaN,NaN,NaN,4732,1.82,13.02,-1.786,NaN,-1.58,NaN,NaN,-0.01,0.01,19.1101,4.037707323,0.0183,17.0381,1.965707323,0.0076,16.4668,1.394407323,0.0216,15.0385,-0.033892677,0,14.0495,-1.022892677,0,R0013031,,,,,,,,,,,,,,,,,,,,,,
6093,Carretta,17407,244.2342375,-22.96454167,10339,16.411,1.338607323,17.52,2.447607323,NaN,NaN,NaN,NaN,5051,2.45,13.02,-1.816,NaN,-1.58,NaN,NaN,0.66,0.01,19.3666,4.294207323,0,-99.9999,-115.0722927,99.9999,-99.9999,-115.0722927,99.9999,16.3032,1.230807323,0,15.4005,0.328107323,0,R0012955,,,,,,,,,,,,,,,,,,,,,,
6093,Carretta,17415,244.2887958,-22.96200278,10339,16.341,1.268607323,17.359,2.286607323,NaN,NaN,NaN,NaN,5040,2.43,13.02,-1.772,NaN,-1.58,0.42,NaN,0.64,0.01,19.1404,4.068007323,0.0028,17.8148,2.742407323,0,17.4608,2.388407323,0,16.2025,1.130107323,0,15.3142,0.241807323,0,R0013421,,,,,,,,,,,,,,,,,,,,,,
6093,Carretta,17491,244.2730625,-22.96183889,10339,13.709,-1.363392677,15.149,0.076607323,NaN,NaN,NaN,NaN,4335,1.02,13.02,-1.83,NaN,-1.58,0.36,0.1,0.17,0.02,19.2301,4.157707323,0.0175,16.5587,1.486307323,0.022,15.2839,0.211507323,0,13.4878,-1.584592677,0,12.3785,-2.693892677,0,R0013449,,,,,,,,,,,,,,,,,,,,,,
6093,Carretta,17874,244.2794667,-22.95759167,10339,13.228,-1.844392677,14.914,-0.158392677,NaN,NaN,NaN,NaN,4147,0.63,13.02,-1.783,NaN,-1.58,0.35,0.04,0.35,0.01,19.8266,4.754207323,0.0347,16.85,1.777607323,0,15.0683,-0.004092677,0,12.9997,-2.072692677,0,11.7454,-3.326992677,0,R0013975,,,,,,,,,,,,,,,,,,,,,,
6093,Carretta,17897,244.2387333,-22.95920833,10339,13.225,-1.847392677,14.895,-0.177392677,NaN,NaN,NaN,NaN,4139,0.62,13.02,-1.776,NaN,-1.58,0.42,0.01,0.55,0.03,19.9117,4.839307323,0,16.9124,1.840007323,0,-99.9999,-115.0722927,99.9999,12.9341,-2.138292677,0,11.6885,-3.383892677,0,R0013800,,,,,,,,,,,,,,,,,,,,,,
6093,Carretta,17904,244.2527083,-22.95846667,10339,16.572,1.499607323,17.623,2.550607323,NaN,NaN,NaN,NaN,5085,2.52,13.02,-1.797,NaN,-1.58,NaN,NaN,0.74,NaN,19.3565,4.284107323,0.0312,17.8996,2.827207323,0.0104,17.6376,2.565207323,0.0091,16.3922,1.319807323,0,15.495,0.422607323,0,R0013891,,,,,,,,,,,,,,,,,,,,,,
6093,Carretta,17991,244.2632125,-22.95702222,10339,15.622,0.549607323,16.716,1.643607323,NaN,NaN,NaN,NaN,4854,2.06,13.02,-1.817,NaN,-1.58,0.2,NaN,0.15,0.1,19.0028,3.930407323,0.0642,17.2844,2.212007323,0.0119,16.8697,1.797307323,0.0026,15.4988,0.426407323,0,14.5652,-0.507192677,0,R0014029,,,,,,,,,,,,,,,,,,,,,,
6093,Carretta,18071,244.2837542,-22.95530556,10339,13.906,-1.166392677,15.244,0.171607323,NaN,NaN,NaN,NaN,4412,1.18,13.02,-1.814,NaN,-1.58,0.28,0,0.48,0.08,-99.9999,-115.0722927,99.9999,-99.9999,-115.0722927,99.9999,-99.9999,-115.0722927,99.9999,13.7264,-1.345992677,0,12.6533,-2.419092677,0,R0014204,,,,,,,,,,,,,,,,,,,,,,
6093,Carretta,18293,244.2427583,-22.95463056,10339,14.69,-0.382392677,15.913,0.840607323,NaN,NaN,NaN,NaN,4593,1.53,13.02,-1.834,NaN,-1.58,0.12,NaN,0.63,0.04,19.0488,3.976407323,0.0113,16.9189,1.846507323,0,16.0466,0.974207323,0,14.5071,-0.565292677,0,13.4853,-1.587092677,0,R0014277,,,,,,,,,,,,,,,,,,,,,,
6093,Carretta,18723,244.2431542,-22.949525,10339,16.766,1.693607323,17.795,2.722607323,NaN,NaN,NaN,NaN,5136,2.63,13.02,-1.784,NaN,-1.58,NaN,NaN,0,NaN,-99.9999,-115.0722927,99.9999,-99.9999,-115.0722927,99.9999,-99.9999,-115.0722927,99.9999,16.6342,1.561807323,0,15.7557,0.683307323,0,R0014567,,,,,,,,,,,,,,,,,,,,,,
6093,Carretta,16879,244.2904417,-22.96734444,10339,15.534,0.461607323,16.681,1.608607323,NaN,NaN,NaN,NaN,0,NaN,13.02,NaN,NaN,-1.58,NaN,NaN,NaN,NaN,20.1208,5.048407323,0.0257,17.615,2.542607323,0.0089,16.8677,1.795307323,0.0193,15.3891,0.316707323,0,14.4723,-0.600092677,0,R0012185,,,,,,,,,,,,,,,,,,,,,,
6121,Carretta,29848,245.8921708,-26.55108333,1851,13.47,2.132967906,NaN,NaN,11.847,0.509967906,9.826,-1.511032094,4674,2.24,12.18,-1.2,0.091,-1.14,NaN,NaN,0.017,0.035,17.9815,6.644467906,0.0115,15.3977,4.060667906,0,14.8545,3.517467906,0,13.0861,1.749067906,0,11.8955,0.558467906,0,R0000101,,,,,,,,,,,,,,,,,,,,,,
6121,Carretta,30209,245.8924167,-26.54681111,1851,13.617,2.279967906,NaN,NaN,12.027,0.689967906,9.99,-1.347032094,4711,2.32,12.18,-1.188,0.118,-1.14,0.166,NaN,-0.164,0.087,17.9241,6.587067906,0.006,15.5973,4.260267906,0,14.9406,3.603567906,0,13.2529,1.915867906,0,12.075,0.737967906,0,R0000221,,,,,,,,,,,,,,,,,,,,,,
6121,Carretta,30450,245.861425,-26.54411389,1851,13.293,1.955967906,NaN,NaN,11.669,0.331967906,9.588,-1.749032094,4622,2.14,12.18,-1.21,0.106,-1.14,0.093,NaN,0.557,0.086,-99.9999,-111.3369321,99.9999,-99.9999,-111.3369321,99.9999,-99.9999,-111.3369321,99.9999,12.9023,1.565267906,0,11.7325,0.395467906,0,R0000300,,,,,,,,,,,,,,,,,,,,,,
6121,Carretta,30598,245.8966,-26.54235,1851,11.999,0.661967906,NaN,NaN,10.208,-1.129032094,7.753,-3.584032094,4279,1.39,12.18,-1.178,0.116,-1.14,NaN,NaN,0.069,0.029,18.0409,6.703867906,0.0632,14.9675,3.630467906,0,13.6705,2.333467906,0,11.5831,0.246067906,0,10.254,-1.083032094,0,R0000373,,,,,,,,,,,,,,,,,,,,,,
6121,Carretta,30653,245.8879125,-26.54183889,1851,13.096,1.758967906,NaN,NaN,11.475,0.137967906,9.377,-1.960032094,4577,2.03,12.18,-1.208,0.166,-1.14,0.256,0.159,0.366,0.115,17.8819,6.544867906,0.0036,15.397,4.059967906,0,14.5236,3.186567906,0,12.7243,1.387267906,0,11.5154,0.178367906,0,R0000404,,,,,,,,,,,,,,,,,,,,,,
6121,Carretta,30719,245.9030917,-26.54115833,1851,13.925,2.587967906,NaN,NaN,12.405,1.067967906,0,-11.33703209,4820,2.54,12.18,-1.153,0.091,-1.14,0.177,NaN,0.402,0.019,17.8794,6.542367906,0.0133,15.8399,4.502867906,0.0198,15.1959,3.858867906,0,13.5624,2.225367906,0,12.4293,1.092267906,0,R0000446,,,,,,,,,,,,,,,,,,,,,,
6121,Carretta,31015,245.8970917,-26.53795,1851,12.95,1.612967906,NaN,NaN,11.359,0.021967906,9.286,-2.051032094,4558,1.96,12.18,-1.243,0.135,-1.14,NaN,NaN,0.13,0.013,17.4923,6.155267906,0.006,15.1012,3.764167906,0,14.3283,2.991267906,0,12.6085,1.271467906,0,11.427,0.089967906,0,R0000591,,,,,,,,,,,,,,,,,,,,,,
6121,Carretta,31306,245.9260625,-26.53505278,1851,13.927,2.589967906,NaN,NaN,12.414,1.076967906,10.502,-0.835032094,4838,2.51,12.18,-1.185,0.144,-1.14,0.085,NaN,0.566,0.097,17.8548,6.517767906,0.0016,15.8226,4.485567906,0,15.1537,3.816667906,0,13.5689,2.231867906,0,12.4462,1.109167906,0,R0000749,,,,,,,,,,,,,,,,,,,,,,
6121,Carretta,31617,245.9178833,-26.53216667,1851,13.938,2.600967906,NaN,NaN,12.449,1.111967906,10.582,-0.755032094,4859,2.53,12.18,-1.168,0.174,-1.14,0.348,NaN,0.309,0.141,17.8556,6.518567906,0.0393,15.8688,4.531767906,0.0062,15.2255,3.888467906,0,13.6451,2.308067906,0,12.5225,1.185467906,0,R0000919,,,,,,,,,,,,,,,,,,,,,,
6121,Carretta,31665,245.9300625,-26.53163889,1851,12.797,1.459967906,NaN,NaN,11.159,-0.178032094,9.035,-2.302032094,4508,1.87,12.18,-1.239,0.161,-1.14,0.379,0.074,0.105,0.012,17.711,6.373967906,0.0065,15.1036,3.766567906,0,14.1982,2.861167906,0,12.4146,1.077567906,0,11.2172,-0.119832094,0,R0000956,,,,,,,,,,,,,,,,,,,,,,
6121,Carretta,31803,245.9092417,-26.53023333,1851,13.943,2.605967906,NaN,NaN,12.437,1.099967906,10.505,-0.832032094,4839,2.52,12.18,-1.156,0.107,-1.14,0.356,0.108,0.253,0.067,17.9443,6.607267906,0.012,15.8308,4.493767906,0.002,15.2138,3.876767906,0,13.6069,2.269867906,0,12.4651,1.128067906,0,R0001022,,,,,,,,,,,,,,,,,,,,,,
6121,Carretta,32055,245.9170875,-26.52773333,1851,11.829,0.491967906,NaN,NaN,10.042,-1.295032094,7.656,-3.681032094,4264,1.31,12.18,-1.176,0.106,-1.14,NaN,NaN,0.54,0.032,18.0933,6.756267906,0.0379,15.0078,3.670767906,0,13.5128,2.175767906,0,11.4046,0.067567906,0,10.0899,-1.247132094,0,R0001197,,,,,,,,,,,,,,,,,,,,,,
6121,Carretta,32347,245.9207708,-26.52505833,1851,12.755,1.417967906,NaN,NaN,11.117,-0.220032094,8.998,-2.339032094,4500,1.85,12.18,-1.238,0.135,-1.14,NaN,NaN,0.208,0.018,17.7324,6.395367906,0.0314,15.1606,3.823567906,0,14.1705,2.833467906,0,12.3641,1.027067906,0,11.1462,-0.190832094,0,R0001355,,,,,,,,,,,,,,,,,,,,,,
6121,Carretta,32555,245.8985417,-26.52298611,1851,12.6,1.262967906,NaN,NaN,10.933,-0.404032094,8.73,-2.607032094,4449,1.75,12.18,-1.166,0.14,-1.14,0.093,0.161,0.545,0.07,17.8477,6.510667906,0.0173,15.2078,3.870767906,0,14.1275,2.790467906,0,12.1975,0.860467906,0,10.9633,-0.373732094,0,R0001469,,,,,,,,,,,,,,,,,,,,,,
6121,Carretta,32700,245.9171292,-26.52145556,1851,12.473,1.135967906,NaN,NaN,10.781,-0.556032094,8.565,-2.772032094,4418,1.68,12.18,-1.205,0.136,-1.14,NaN,NaN,0.15,0.067,17.8248,6.487767906,0.0293,15.0044,3.667367906,0,13.9323,2.595267906,0,12.0569,0.719867906,0,10.8084,-0.528632094,0,R0001565,,,,,,,,,,,,,,,,,,,,,,
6121,Carretta,32724,245.9239458,-26.52127222,1851,13.568,2.230967906,NaN,NaN,12.017,0.679967906,10.037,-1.300032094,4722,2.3,12.18,-1.217,0.15,-1.14,0.312,0.112,0.149,0.072,17.8595,6.522467906,0.0639,15.5958,4.258767906,0,14.867,3.529967906,0,13.1975,1.860467906,0,12.0501,0.713067906,0,R0001582,,,,,,,,,,,,,,,,,,,,,,
6121,Carretta,32835,245.8916167,-26.52011667,1851,13.587,2.249967906,NaN,NaN,12.045,0.707967906,9.74,-1.597032094,4655,2.27,12.18,-1.225,0.158,-1.14,NaN,NaN,-0.02,0.074,17.8985,6.561467906,0.0113,15.607,4.269967906,0.0026,14.9772,3.640167906,0,13.2695,1.932467906,0,12.1164,0.779367906,0,R0001653,,,,,,,,,,,,,,,,,,,,,,
6121,Carretta,32874,245.9145083,-26.51984722,1851,12.67,1.332967906,NaN,NaN,11.047,-0.290032094,8.929,-2.408032094,4487,1.81,12.18,-1.243,0.105,-1.14,0.244,0.033,0.072,0.066,17.6059,6.268867906,0.022,14.9862,3.649167906,0,14.0825,2.745467906,0,12.2915,0.954467906,0,11.0906,-0.246432094,0,R0001674,,,,,,,,,,,,,,,,,,,,,,
6121,Carretta,32968,245.89175,-26.51884167,1851,12.914,1.576967906,NaN,NaN,11.303,-0.034032094,9.152,-2.185032094,4531,1.93,12.18,-1.193,0.222,-1.14,0.202,0.031,0.15,0.017,17.6858,6.348767906,0.0141,15.2239,3.886867906,0,14.3237,2.986667906,0,12.5298,1.192767906,0,11.3315,-0.005532094,0,R0001728,,,,,,,,,,,,,,,,,,,,,,
6121,Carretta,32988,245.9095417,-26.51865278,1851,13.7,2.362967906,NaN,NaN,12.195,0.857967906,10.223,-1.114032094,4766,2.38,12.18,-1.22,0.157,-1.14,NaN,NaN,0.003,0.049,17.7918,6.454767906,0.025,15.6078,4.270767906,0.0068,15.018,3.680967906,0,13.3969,2.059867906,0,12.2567,0.919667906,0,R0001736,,,,,,,,,,,,,,,,,,,,,,
6121,Carretta,33683,245.8991292,-26.51176111,1851,13.435,2.097967906,NaN,NaN,11.889,0.551967906,9.887,-1.450032094,4688,2.23,12.18,-1.205,0.133,-1.14,NaN,NaN,0.241,0.011,17.7409,6.403867906,0.0081,15.4363,4.099267906,0,14.7516,3.414567906,0,13.072,1.734967906,0,11.9289,0.591867906,0,R0002084,,,,,,,,,,,,,,,,,,,,,,
6121,Carretta,33788,245.9106917,-26.51059722,1851,12.941,1.603967906,NaN,NaN,11.355,0.017967906,9.269,-2.068032094,4555,1.96,12.18,-1.213,0.196,-1.14,0.153,NaN,0.373,0.081,17.6674,6.330367906,0.0063,15.2492,3.912167906,0,14.3258,2.988767906,0,12.5484,1.211367906,0,11.3795,0.042467906,0,R0002124,,,,,,,,,,,,,,,,,,,,,,
6121,Carretta,34005,245.88955,-26.508275,1851,14.012,2.674967906,NaN,NaN,12.5,1.162967906,10.584,-0.753032094,4859,2.56,12.18,-1.16,0.141,-1.14,0.18,NaN,0.617,0.031,17.9746,6.637567906,0.0109,15.9505,4.613467906,0.022,15.2669,3.929867906,0,13.648,2.310967906,0,12.534,1.196967906,0,R0002212,,,,,,,,,,,,,,,,,,,,,,
6121,Carretta,34006,245.8713417,-26.50827222,1851,11.817,0.479967906,NaN,NaN,9.957,-1.380032094,7.514,-3.823032094,4241,1.29,12.18,-1.236,0.088,-1.14,-0.016,0.069,0.703,0.032,-99.9999,-111.3369321,99.9999,-99.9999,-111.3369321,99.9999,-99.9999,-111.3369321,99.9999,11.3253,-0.011732094,0,10.0134,-1.323632094,0,R0002213,,,,,,,,,,,,,,,,,,,,,,
6121,Carretta,34130,245.8810292,-26.50688056,1851,12.487,1.149967906,NaN,NaN,10.802,-0.535032094,8.602,-2.735032094,4425,1.69,12.18,-1.202,0.134,-1.14,0.217,0.111,0.441,0.058,17.7758,6.438767906,0.006,-99.9999,-111.3369321,99.9999,13.9562,2.619167906,0,12.0735,0.736467906,0,10.8356,-0.501432094,0,R0002254,,,,,,,,,,,,,,,,,,,,,,
6121,Carretta,34240,245.9024042,-26.50557778,1851,12.322,0.984967906,NaN,NaN,10.613,-0.724032094,8.432,-2.905032094,4394,1.61,12.18,-1.162,0.111,-1.14,NaN,NaN,0.233,0.027,17.9112,6.574167906,0.0093,14.9802,3.643167906,0,13.8444,2.507367906,0,11.886,0.548967906,0,10.6376,-0.699432094,0,R0002301,,,,,,,,,,,,,,,,,,,,,,
6121,Carretta,34502,245.9204583,-26.50260278,1851,13.57,2.232967906,NaN,NaN,12.072,0.734967906,10.147,-1.190032094,4748,2.32,12.18,-1.212,0.176,-1.14,0.221,0.047,0.404,0.05,-99.9999,-111.3369321,99.9999,-99.9999,-111.3369321,99.9999,-99.9999,-111.3369321,99.9999,13.2099,1.872867906,0,12.0946,0.757567906,0,R0002408,,,,,,,,,,,,,,,,,,,,,,
6121,Dorazi,29848,245.892191,-26.551086,1851,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4780,2.52,12.18,NaN,NaN,-1.14,NaN,NaN,0.09,0.03,17.9815,6.644467906,0.0115,15.3977,4.060667906,0,14.8545,3.517467906,0,13.0861,1.749067906,0,11.8955,0.558467906,0,R0000101,,,,,,,,,,,,,,,,,,,,,,
6121,Dorazi,30209,245.892435,-26.546815,1851,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4880,2.62,12.18,NaN,NaN,-1.14,NaN,NaN,-0.05,0.07,-99.9999,-111.3369321,99.9999,22.7288,11.39176791,0,-99.9999,-111.3369321,99.9999,20.4285,9.091467906,0.0839,18.569,7.231967906,0.0296,R0003704,,,,,,,,,,,,,,,,,,,,,,
6121,Dorazi,30450,245.861448,-26.544113,1851,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4760,2.53,12.18,NaN,NaN,-1.14,NaN,NaN,0.4,0.04,-99.9999,-111.3369321,99.9999,-99.9999,-111.3369321,99.9999,-99.9999,-111.3369321,99.9999,12.9023,1.565267906,0,11.7325,0.395467906,0,R0000300,,,,,,,,,,,,,,,,,,,,,,
6121,Dorazi,30452,245.887688,-26.544111,1851,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4830,2.56,12.18,NaN,NaN,-1.14,NaN,NaN,0.06,0.03,18.0961,6.759067906,0.0059,15.7945,4.457467906,0.024,15.1365,3.799467906,0,13.445,2.107967906,0,12.2702,0.933167906,0,R0000301,,,,,,,,,,,,,,,,,,,,,,
6121,Dorazi,30549,245.888152,-26.542946,1851,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4830,2.52,12.18,NaN,NaN,-1.14,NaN,NaN,0.13,0.04,17.8579,6.520867906,0.0095,15.5811,4.244067906,0.0054,14.9243,3.587267906,0,13.2219,1.884867906,0,12.0496,0.712567906,0,R0000346,,,,,,,,,,,,,,,,,,,,,,
6121,Dorazi,30598,245.896617,-26.542352,1851,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4360,1.75,12.18,NaN,NaN,-1.14,NaN,NaN,0.05,0.06,18.0409,6.703867906,0.0632,14.9675,3.630467906,0,13.6705,2.333467906,0,11.5831,0.246067906,0,10.254,-1.083032094,0,R0000373,,,,,,,,,,,,,,,,,,,,,,
6121,Dorazi,30653,245.887933,-26.541841,1851,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4660,2.3,12.18,NaN,NaN,-1.14,NaN,NaN,0.15,0.05,20.2468,8.909767906,0.0385,18.8717,7.534667906,0.0371,18.7827,7.445667906,0.0026,17.5431,6.206067906,0.0078,16.4106,5.073567906,0.0188,R0000410,,,,,,,,,,,,,,,,,,,,,,
6121,Dorazi,30675,245.902367,-26.541578,1851,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4830,2.58,12.18,NaN,NaN,-1.14,NaN,NaN,0.41,0.04,17.7524,6.415367906,0.0072,15.6079,4.270867906,0,14.8369,3.499867906,0,13.1684,1.831367906,0,12.0085,0.671467906,0,R0000417,,,,,,,,,,,,,,,,,,,,,,
6121,Dorazi,30719,245.903109,-26.541162,1851,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4810,2.65,12.18,NaN,NaN,-1.14,NaN,NaN,0.42,0.06,17.8794,6.542367906,0.0133,15.8399,4.502867906,0.0198,15.1959,3.858867906,0,13.5624,2.225367906,0,12.4293,1.092267906,0,R0000446,,,,,,,,,,,,,,,,,,,,,,
6121,Dorazi,30924,245.896243,-26.538834,1851,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4810,2.6,12.18,NaN,NaN,-1.14,NaN,NaN,0.2,0.04,25.5572,14.22016791,1.5477,22.8507,11.51366791,0,-99.9999,-111.3369321,99.9999,20.5441,9.207067906,0.2398,18.5475,7.210467906,0.0953,R0005009,,,,,,,,,,,,,,,,,,,,,,
6121,Dorazi,31015,245.897109,-26.537953,1851,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4800,2.47,12.18,NaN,NaN,-1.14,NaN,NaN,0,0.02,17.4923,6.155267906,0.006,15.1012,3.764167906,0,14.3283,2.991267906,0,12.6085,1.271467906,0,11.427,0.089967906,0,R0000591,,,,,,,,,,,,,,,,,,,,,,
6121,Dorazi,31306,245.926076,-26.535059,1851,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4900,2.87,12.18,NaN,NaN,-1.14,NaN,NaN,0.4,0.05,25.4822,14.14516791,0,-99.9999,-111.3369321,99.9999,-99.9999,-111.3369321,99.9999,20.9824,9.645367906,0.0213,18.9657,7.628667906,0.057,R0005578,,,,,,,,,,,,,,,,,,,,,,
6121,Dorazi,31376,245.912191,-26.534324,1851,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4800,2.59,12.18,NaN,NaN,-1.14,NaN,NaN,0.43,0.05,17.7367,6.399667906,0.0229,15.4581,4.121067906,0,14.5838,3.246767906,0,12.8638,1.526767906,0,11.6851,0.348067906,0,R0000781,,,,,,,,,,,,,,,,,,,,,,
6121,Dorazi,31532,245.895616,-26.532901,1851,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4770,2.6,12.18,NaN,NaN,-1.14,NaN,NaN,0.38,0.06,-99.9999,-111.3369321,99.9999,23.5775,12.24046791,0.2579,-99.9999,-111.3369321,99.9999,20.0548,8.717767906,0.0123,18.1233,6.786267906,0.0038,R0006330,,,,,,,,,,,,,,,,,,,,,,
6121,Dorazi,31665,245.930071,-26.531645,1851,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4650,2.17,12.18,NaN,NaN,-1.14,NaN,NaN,0.02,0.08,17.711,6.373967906,0.0065,15.1036,3.766567906,0,14.1982,2.861167906,0,12.4146,1.077567906,0,11.2172,-0.119832094,0,R0000956,,,,,,,,,,,,,,,,,,,,,,
6121,Dorazi,31803,245.909258,-26.530236,1851,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4850,2.6,12.18,NaN,NaN,-1.14,NaN,NaN,0.25,0.05,17.9443,6.607267906,0.012,15.8308,4.493767906,0.002,15.2138,3.876767906,0,13.6069,2.269867906,0,12.4651,1.128067906,0,R0001022,,,,,,,,,,,,,,,,,,,,,,
6121,Dorazi,32055,245.917098,-26.527739,1851,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4300,1.57,12.18,NaN,NaN,-1.14,NaN,NaN,0.4,0.07,18.0933,6.756267906,0.0379,15.0078,3.670767906,0,13.5128,2.175767906,0,11.4046,0.067567906,0,10.0899,-1.247132094,0,R0001197,,,,,,,,,,,,,,,,,,,,,,
6121,Dorazi,32347,245.920792,-26.525056,1851,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4640,2.22,12.18,NaN,NaN,-1.14,NaN,NaN,0.23,0.06,17.7324,6.395367906,0.0314,15.1606,3.823567906,0,14.1705,2.833467906,0,12.3641,1.027067906,0,11.1462,-0.190832094,0,R0001355,,,,,,,,,,,,,,,,,,,,,,
6121,Dorazi,32583,245.89986,-26.522671,1851,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4850,2.54,12.18,NaN,NaN,-1.14,NaN,NaN,0.07,0.04,17.8281,6.491067906,0.0231,15.5146,4.177567906,0.0064,14.8835,3.546467906,0,13.1926,1.855567906,0,12.0285,0.691467906,0,R0001488,,,,,,,,,,,,,,,,,,,,,,
6121,Dorazi,32700,245.91714,-26.521459,1851,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4560,2.12,12.18,NaN,NaN,-1.14,NaN,NaN,0.06,0.06,17.8248,6.487767906,0.0293,15.0044,3.667367906,0,13.9323,2.595267906,0,12.0569,0.719867906,0,10.8084,-0.528632094,0,R0001565,,,,,,,,,,,,,,,,,,,,,,
6121,Dorazi,32724,245.923957,-26.521278,1851,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4850,2.73,12.18,NaN,NaN,-1.14,NaN,NaN,0.11,0.04,17.8595,6.522467906,0.0639,15.5958,4.258767906,0,14.867,3.529967906,0,13.1975,1.860467906,0,12.0501,0.713067906,0,R0001582,,,,,,,,,,,,,,,,,,,,,,
6121,Dorazi,32782,245.891064,-26.520654,1851,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4880,2.6,12.18,NaN,NaN,-1.14,NaN,NaN,0.46,0.05,17.9054,6.568367906,0.0058,15.8564,4.519367906,0.007,15.1578,3.820767906,0,13.511,2.173967906,0,12.3725,1.035467906,0,R0001623,,,,,,,,,,,,,,,,,,,,,,
6121,Dorazi,32874,245.914522,-26.519851,1851,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4600,2.04,12.18,NaN,NaN,-1.14,NaN,NaN,0.11,0.08,17.6059,6.268867906,0.022,14.9862,3.649167906,0,14.0825,2.745467906,0,12.2915,0.954467906,0,11.0906,-0.246432094,0,R0001674,,,,,,,,,,,,,,,,,,,,,,
6121,Dorazi,32968,245.891765,-26.518844,1851,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4630,2.17,12.18,NaN,NaN,-1.14,NaN,NaN,0.24,0.06,17.6858,6.348767906,0.0141,15.2239,3.886867906,0,14.3237,2.986667906,0,12.5298,1.192767906,0,11.3315,-0.005532094,0,R0001728,,,,,,,,,,,,,,,,,,,,,,
6121,Dorazi,32988,245.909556,-26.518656,1851,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4850,2.63,12.18,NaN,NaN,-1.14,NaN,NaN,0.02,0.03,17.7918,6.454767906,0.025,15.6078,4.270767906,0.0068,15.018,3.680967906,0,13.3969,2.059867906,0,12.2567,0.919667906,0,R0001736,,,,,,,,,,,,,,,,,,,,,,
6121,Dorazi,33683,245.899144,-26.511763,1851,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4800,2.57,12.18,NaN,NaN,-1.14,NaN,NaN,0,0.04,17.7409,6.403867906,0.0081,15.4363,4.099267906,0,14.7516,3.414567906,0,13.072,1.734967906,0,11.9289,0.591867906,0,R0002084,,,,,,,,,,,,,,,,,,,,,,
6121,Dorazi,33788,245.910702,-26.510601,1851,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4700,2.37,12.18,NaN,NaN,-1.14,NaN,NaN,0.37,0.06,17.6674,6.330367906,0.0063,15.2492,3.912167906,0,14.3258,2.988767906,0,12.5484,1.211367906,0,11.3795,0.042467906,0,R0002124,,,,,,,,,,,,,,,,,,,,,,
