Na/Fe,F275W,F275W_abs,F336W,F336W_abs,F435W,F435W_abs,F606W,F606W_abs,F814W,F814W_abs
0.33,18.6171,5.239583076,16.9852,3.607683076,16.6705,3.292983076,15.3444,1.966883076,14.4159,1.038383076
0.319,18.3662,4.988683076,16.7018,3.324283076,16.3219,2.944383076,14.9819,1.604383076,14.0557,0.678183076
0.635,18.032,4.654483076,16.1637,2.786183076,15.6056,2.228083076,14.1959,0.818383076,13.203,-0.174516924
-0.129,18.132,4.754483076,15.6839,2.306383076,14.8926,1.515083076,13.2668,-0.110716924,12.2026,-1.174916924
0.416,18.0287,4.651183076,15.7817,2.404183076,15.0088,1.631283076,13.4354,0.057883076,12.4019,-0.975616924
-0.076,18.1218,4.744283076,15.8591,2.481583076,15.219,1.841483076,13.6959,0.318383076,12.6472,-0.730316924
0.073,18.032,4.654483076,16.2427,2.865183076,15.7693,2.391783076,14.3849,1.007383076,13.4358,0.058283076
0.93,18.3853,5.007783076,16.7121,3.334583076,16.397,3.019483076,15.0783,1.700783076,14.1629,0.785383076
0.057,18.0008,4.623283076,16.1206,2.743083076,15.7518,2.374283076,14.3481,0.970583076,13.3968,0.019283076
0.401,18.9164,5.538883076,17.3887,4.011183076,17.0925,3.714983076,15.7926,2.415083076,14.8552,1.477683076
0.611,17.8786,4.501083076,15.8682,2.490683076,15.1922,1.814683076,13.7234,0.345883076,12.7207,-0.656816924
-0.122,17.7312,4.353683076,15.9554,2.577883076,15.6422,2.264683076,14.3376,0.960083076,13.4016,0.024083076
0.387,18.0557,4.678183076,15.6132,2.235683076,14.6604,1.282883076,12.9976,-0.379916924,11.9138,-1.463716924
0.518,18.1512,4.773683076,16.3061,2.928583076,15.7637,2.386183076,14.3593,0.981783076,13.3764,-0.001116924
0.016,18.6894,5.311883076,16.8584,3.480883076,16.5735,3.195983076,15.2149,1.837383076,14.2718,0.894283076
0.135,18.1837,4.806183076,15.548,2.170483076,14.5942,1.216683076,12.8886,-0.488916924,11.7837,-1.593816924
0.515097836,18.0968,4.719283076,15.7472,2.369683076,14.7297,1.352183076,13.0907,-0.286816924,11.9865,-1.391016924
0.001,18.4266,5.049083076,16.3737,2.996183076,15.9226,2.545083076,14.4542,1.076683076,13.4647,0.087183076
0.453956533,18.0742,4.696683076,16.2723,2.894783076,15.7886,2.411083076,14.4003,1.022783076,13.4454,0.067883076
0.493746911,18.6746,5.297083076,17.0007,3.623183076,16.5807,3.203183076,15.2036,1.826083076,14.2312,0.853683076
-0.103,18.454,5.076483076,16.3893,3.011783076,15.9291,2.551583076,14.443,1.065483076,13.4388,0.061283076
-0.246000007,18.1603,4.782783076,15.7515,2.373983076,14.9833,1.605783076,13.3098,-0.067716924,12.2064,-1.171116924
0.431908547,18.1591,4.781583076,16.3086,2.931083076,15.8346,2.457083076,14.4166,1.039083076,13.4613,0.083783076
-0.195999995,18.1686,4.791083076,16.1506,2.773083076,15.7139,2.336383076,14.2951,0.917583076,13.3216,-0.055916924
-0.296999991,18.3111,4.933583076,16.6372,3.259683076,16.4077,3.030183076,15.0995,1.721983076,14.1739,0.796383076
-0.063000001,18.0139,4.636383076,15.8744,2.496883076,15.3377,1.960183076,13.8508,0.473283076,12.8344,-0.543116924
0.391759424,18.5164,5.138883076,16.929,3.551483076,16.6079,3.230383076,15.3089,1.931383076,14.3885,1.010983076
0.460750019,18.6171,5.239583076,16.9852,3.607683076,16.6705,3.292983076,15.3444,1.966883076,14.4159,1.038383076
0.457191528,18.3662,4.988683076,16.7018,3.324283076,16.3219,2.944383076,14.9819,1.604383076,14.0557,0.678183076
0.63499999,18.032,4.654483076,16.1637,2.786183076,15.6056,2.228083076,14.1959,0.818383076,13.203,-0.174516924
-0.128999993,18.132,4.754483076,15.6839,2.306383076,14.8926,1.515083076,13.2668,-0.110716924,12.2026,-1.174916924
0.488570927,18.0287,4.651183076,15.7817,2.404183076,15.0088,1.631283076,13.4354,0.057883076,12.4019,-0.975616924
-0.075999998,18.1218,4.744283076,15.8591,2.481583076,15.219,1.841483076,13.6959,0.318383076,12.6472,-0.730316924
0.072999999,18.032,4.654483076,16.2427,2.865183076,15.7693,2.391783076,14.3849,1.007383076,13.4358,0.058283076
0.930000007,18.3853,5.007783076,16.7121,3.334583076,16.397,3.019483076,15.0783,1.700783076,14.1629,0.785383076
0.057,18.0008,4.623283076,16.1206,2.743083076,15.7518,2.374283076,14.3481,0.970583076,13.3968,0.019283076
0.483718438,18.9164,5.538883076,17.3887,4.011183076,17.0925,3.714983076,15.7926,2.415083076,14.8552,1.477683076
0.611000001,17.8786,4.501083076,15.8682,2.490683076,15.1922,1.814683076,13.7234,0.345883076,12.7207,-0.656816924
-0.122000001,17.7312,4.353683076,15.9554,2.577883076,15.6422,2.264683076,14.3376,0.960083076,13.4016,0.024083076
0.479189453,18.0557,4.678183076,15.6132,2.235683076,14.6604,1.282883076,12.9976,-0.379916924,11.9138,-1.463716924
0.518000007,18.1512,4.773683076,16.3061,2.928583076,15.7637,2.386183076,14.3593,0.981783076,13.3764,-0.001116924
0.016000001,18.6894,5.311883076,16.8584,3.480883076,16.5735,3.195983076,15.2149,1.837383076,14.2718,0.894283076
0.389132846,18.1837,4.806183076,15.548,2.170483076,14.5942,1.216683076,12.8886,-0.488916924,11.7837,-1.593816924
0.17,17.6106,2.524598282,15.8052,0.719198282,15.4328,0.346798282,14.222,-0.864001718,13.3706,-1.715401718
0.398,17.6948,2.608798282,16.2345,1.148498282,16.0385,0.952498282,14.9555,-0.130501718,14.1592,-0.926801718
0.769,17.688,2.601998282,16.3491,1.263098282,16.1878,1.101798282,15.1147,0.028698282,14.3262,-0.759801718
0.199,17.6037,2.517698282,16.0746,0.988598282,15.8165,0.730498282,14.7047,-0.381301718,13.8989,-1.187101718
0.08,17.5953,2.509298282,15.9079,0.821898282,15.5677,0.481698282,14.382,-0.704001718,13.5451,-1.540901718
0.405,18.0712,2.985198282,16.9462,1.860198282,16.9385,1.852498282,15.9868,0.900798282,15.2385,0.152498282
0.26,18.7134,3.627398282,17.693,2.606998282,17.8708,2.784798282,16.9779,1.891898282,16.2658,1.179798282
0.3,17.9772,2.891198282,16.791,1.704998282,16.7568,1.670798282,15.7717,0.685698282,15.0233,-0.062701718
0.308,17.59,2.503998282,15.9916,0.905598282,15.7096,0.623598282,14.5927,-0.493301718,13.7767,-1.309301718
0.303,17.6656,2.579598282,16.2172,1.131198282,16.029,0.942998282,14.9298,-0.156201718,14.1456,-0.940401718
0.368,17.8429,2.756898282,16.4915,1.405498282,16.4451,1.359098282,15.422,0.335998282,14.6653,-0.420701718
0.036,17.7437,2.657698282,16.2551,1.169098282,16.1097,1.023698282,15.0212,-0.064801718,14.2443,-0.841701718
0.111,17.7365,2.650498282,16.328,1.241998282,16.1669,1.080898282,15.0932,0.007198282,14.3069,-0.779101718
0.193,18.1909,3.104898282,17.0788,1.992798282,17.0922,2.006198282,16.136,1.049998282,15.4031,0.317098282
0.287,17.5447,2.458698282,15.9307,0.844698282,15.5988,0.512798282,14.4664,-0.619601718,13.6419,-1.444101718
0.556,17.6704,2.584398282,16.1861,1.100098282,16.0002,0.914198282,14.903,-0.183001718,14.1116,-0.974401718
0.373,17.6406,2.554598282,16.1546,1.068598282,15.9635,0.877498282,14.8558,-0.230201718,14.0656,-1.020401718
0.009,17.6608,2.574798282,16.1662,1.080198282,16.0184,0.932398282,14.8978,-0.188201718,14.1021,-0.983901718
0.036,17.6042,2.518198282,15.8955,0.809498282,15.6042,0.518198282,14.4548,-0.631201718,13.644,-1.442001718
0.316,17.5699,2.483898282,15.6232,0.537198282,15.0392,-0.046801718,13.7767,-1.309301718,12.9021,-2.183901718
0.3,17.7659,2.679898282,16.4437,1.357698282,16.3079,1.221898282,15.2776,0.191598282,14.5082,-0.577801718
0.451,18.5505,3.464498282,17.5259,2.439898282,17.6519,2.565898282,16.7312,1.645198282,16.0432,0.957198282
0.542,18.0463,2.960298282,16.8588,1.772798282,16.8582,1.772198282,15.8793,0.793298282,15.1501,0.064098282
0.402265736,17.6106,2.524598282,15.8052,0.719198282,15.4328,0.346798282,14.222,-0.864001718,13.3706,-1.715401718
0.482747944,17.6948,2.608798282,16.2345,1.148498282,16.0385,0.952498282,14.9555,-0.130501718,14.1592,-0.926801718
0.768999994,17.688,2.601998282,16.3491,1.263098282,16.1878,1.101798282,15.1147,0.028698282,14.3262,-0.759801718
0.413147274,17.6037,2.517698282,16.0746,0.988598282,15.8165,0.730498282,14.7047,-0.381301718,13.8989,-1.187101718
0.079999998,17.5953,2.509298282,15.9079,0.821898282,15.5677,0.481698282,14.382,-0.704001718,13.5451,-1.540901718
0.485012436,18.0712,2.985198282,16.9462,1.860198282,16.9385,1.852498282,15.9868,0.900798282,15.2385,0.152498282
0.451045051,17.9772,2.891198282,16.791,1.704998282,16.7568,1.670798282,15.7717,0.685698282,15.0233,-0.062701718
0.453633038,17.59,2.503998282,15.9916,0.905598282,15.7096,0.623598282,14.5927,-0.493301718,13.7767,-1.309301718
0.452015545,17.6656,2.579598282,16.2172,1.131198282,16.029,0.942998282,14.9298,-0.156201718,14.1456,-0.940401718
0.473042975,17.8429,2.756898282,16.4915,1.405498282,16.4451,1.359098282,15.422,0.335998282,14.6653,-0.420701718
0.035999998,17.7437,2.657698282,16.2551,1.169098282,16.1097,1.023698282,15.0212,-0.064801718,14.2443,-0.841701718
0.380127433,17.7365,2.650498282,16.328,1.241998282,16.1669,1.080898282,15.0932,0.007198282,14.3069,-0.779101718
0.410895923,18.1909,3.104898282,17.0788,1.992798282,17.0922,2.006198282,16.136,1.049998282,15.4031,0.317098282
0.446167116,17.5447,2.458698282,15.9307,0.844698282,15.5988,0.512798282,14.4664,-0.619601718,13.6419,-1.444101718
0.555999994,17.6704,2.584398282,16.1861,1.100098282,16.0002,0.914198282,14.903,-0.183001718,14.1116,-0.974401718
0.474660468,17.6406,2.554598282,16.1546,1.068598282,15.9635,0.877498282,14.8558,-0.230201718,14.0656,-1.020401718
0.009,17.6608,2.574798282,16.1662,1.080198282,16.0184,0.932398282,14.8978,-0.188201718,14.1021,-0.983901718
0.035999998,17.6042,2.518198282,15.8955,0.809498282,15.6042,0.518198282,14.4548,-0.631201718,13.644,-1.442001718
0.451045051,17.7659,2.679898282,16.4437,1.357698282,16.3079,1.221898282,15.2776,0.191598282,14.5082,-0.577801718
0.541999996,18.0463,2.960298282,16.8588,1.772798282,16.8582,1.772198282,15.8793,0.793298282,15.1501,0.064098282
0.21,18.908,4.850124971,17.1835,3.125624971,16.8537,2.795824971,15.4198,1.361924971,14.4031,0.345224971
0.58,18.4258,4.367924971,16.5697,2.511824971,15.9029,1.845024971,14.3808,0.322924971,13.2887,-0.769175029
0.29,18.6338,4.575924971,16.5989,2.541024971,15.9934,1.935524971,14.4479,0.390024971,13.3586,-0.699275029
0.79,18.4913,4.433424971,16.1833,2.125424971,15.1374,1.079524971,13.3864,-0.671475029,12.2153,-1.842575029
0.16,18.6693,4.611424971,16.7521,2.694224971,16.2286,2.170724971,14.723,0.665124971,13.657,-0.400875029
0.9,18.8519,4.794024971,16.225,2.167124971,14.6274,0.569524971,12.5139,-1.543975029,11.2109,-2.846975029
0.6,18.6157,4.557824971,16.2712,2.213324971,15.391,1.333124971,13.7173,-0.340575029,12.5736,-1.484275029
0.03,18.7545,4.696624971,16.8878,2.829924971,16.4686,2.410724971,14.9889,0.931024971,13.9266,-0.131275029
0.65,18.5092,4.451324971,16.3334,2.275524971,15.4079,1.350024971,13.735,-0.322875029,12.5766,-1.481275029
0.78,18.4861,4.428224971,16.1505,2.092624971,15.0194,0.961524971,13.2502,-0.807675029,12.0539,-2.003975029
0.79,18.3461,4.288224971,16.1579,2.100024971,15.2587,1.200824971,13.6316,-0.426275029,12.5105,-1.547375029
0.02,18.8087,4.750824971,16.8063,2.748424971,16.3238,2.265924971,14.8429,0.785024971,13.781,-0.276875029
0.78,18.5377,4.479824971,16.0399,1.982024971,14.8718,0.813924971,13.0688,-0.989075029,11.8912,-2.166675029
0.394761228,17.3059,3.633501053,15.4317,1.759301053,14.9087,1.236301053,13.6012,-0.071198947,12.6945,-0.977898947
0.569999993,18.0197,4.347301053,15.5709,1.898501053,14.1265,0.454101053,12.3737,-1.298698947,11.4076,-2.264798947
0.939999998,18.4819,4.809501053,16.0766,2.404201053,14.8934,1.221001053,13.325,-0.347398947,12.38,-1.292398947
0.5,17.5822,3.909801053,15.4198,1.747401053,14.4379,0.765501053,12.6958,-0.976598947,11.7214,-1.950998947
0.560000002,18.7983,5.125901053,15.8295,2.157101053,13.6481,-0.024298947,11.5627,-2.109698947,10.2609,-3.411498947
0.50999999,17.8948,4.222401053,15.4459,1.773501053,14.0326,0.360201053,12.3081,-1.364298947,11.3005,-2.371898947
0.899999976,18.257,4.584601053,15.898,2.225601053,14.7131,1.040701053,13.1044,-0.567998947,12.1544,-1.517998947
0.375999953,17.4358,3.763401053,14.8352,1.162801053,13.4751,-0.197298947,12.0553,-1.617098947,11.0119,-2.660498947
0.387256715,17.68,4.007601053,14.9497,1.277301053,13.5351,-0.137298947,11.8526,-1.819798947,10.739,-2.933398947
0.483394943,18.0965,4.424101053,15.2213,1.548901053,13.611,-0.061398947,11.7869,-1.885498947,10.6533,-3.019098947
0.480159947,18.033,4.360601053,15.2657,1.593301053,13.8314,0.159001053,12.0289,-1.643498947,10.9787,-2.693698947
0.483394943,17.6113,3.938901053,15.8545,2.182101053,15.3827,1.710301053,14.0835,0.411101053,13.2166,-0.455798947
0.436036024,17.5146,3.842201053,14.8912,1.218801053,13.5922,-0.080198947,11.8911,-1.781298947,10.8097,-2.862698947
0.417274752,18.1814,4.509001053,15.5374,1.865001053,14.5793,0.906901053,13.0553,-0.617098947,12.0588,-1.613598947
0.443540538,17.4962,3.823801053,14.9959,1.323501053,13.4701,-0.202298947,11.632,-2.040398947,10.5383,-3.134098947
0.730000019,17.8524,4.180001053,15.6488,1.976401053,14.4476,0.775201053,12.8444,-0.827998947,11.897,-1.775398947
-0.050000001,17.7424,4.070001053,14.9111,1.238701053,13.2715,-0.400898947,11.5104,-2.161998947,10.2065,-3.465898947
0.939999998,18.8415,5.169101053,16.1608,2.488401053,14.8003,1.127901053,13.0979,-0.574498947,12.103,-1.569398947
0.417274752,18.9492,5.276801053,15.7371,2.064701053,14.2945,0.622101053,12.5177,-1.154698947,11.4427,-2.229698947
0.689999998,18.6822,5.009801053,16.0972,2.424801053,13.847,0.174601053,11.7031,-1.969298947,10.5317,-3.140698947
0.050000001,18.7259,5.053501053,15.5051,1.832701053,13.7905,0.118101053,11.8307,-1.841698947,10.6671,-3.005298947
0.406017993,17.6509,3.978501053,14.8581,1.185701053,13.3479,-0.324498947,11.5692,-2.103198947,10.4392,-3.233198947
0.5,17.8317,4.159301053,15.4977,1.825301053,14.1899,0.517501053,12.5005,-1.171898947,11.5001,-2.172298947
0.463985006,19.4036,5.731201053,16.2273,2.554901053,15.0154,1.343001053,13.2963,-0.376098947,12.2682,-1.404198947
0.486629929,17.7821,4.109701053,15.3678,1.695401053,13.6956,0.023201053,11.6705,-2.001898947,10.1734,-3.498998947
0.970000029,19.4289,5.756501053,17.0162,3.343801053,16.0209,2.348501053,14.5156,0.843201053,13.6402,-0.032198947
1.0,19.748,6.075601053,16.7345,3.062101053,15.1677,1.495301053,13.4139,-0.258498947,12.4,-1.272398947
0.569999993,17.997,4.324601053,15.389,1.716601053,13.6569,-0.015498947,11.7593,-1.913098947,10.783,-2.889398947
1.039999962,19.9052,6.232801053,16.7427,3.070301053,15.0459,1.373501053,13.2127,-0.459698947,12.1453,-1.527098947
0.589999974,17.5855,3.913101053,15.3175,1.645101053,14.1956,0.523201053,12.5819,-1.090498947,11.5992,-2.073198947
0.0,17.7521,4.079701053,15.0297,1.357301053,13.8691,0.196701053,12.2432,-1.429198947,11.1917,-2.480698947
-0.100000001,17.4587,3.786301053,14.7872,1.114801053,13.4301,-0.242298947,11.7322,-1.940198947,10.6314,-3.040998947
0.391008971,17.4814,3.809001053,14.9359,1.263501053,13.6351,-0.037298947,11.9602,-1.712198947,10.8925,-2.779898947
0.0,17.7502,4.077801053,15.7796,2.107201053,15.2359,1.563501053,13.9214,0.249001053,12.9924,-0.679998947
0.629999995,17.7702,4.097801053,15.3938,1.721401053,14.2484,0.576001053,12.6578,-1.014598947,11.6529,-2.019498947
0.387256715,18.4184,4.746001053,15.4103,1.737901053,14.0274,0.355001053,12.2596,-1.412798947,11.1895,-2.482898947
0.496334898,17.7427,4.070301053,16.0993,2.426901053,15.5113,1.838901053,14.2148,0.542401053,13.3522,-0.320198947
-0.100000001,18.1197,4.447301053,15.1255,1.453101053,13.5103,-0.162098947,11.6356,-2.036798947,10.5349,-3.137498947
0.473689974,17.0671,3.394701053,15.296,1.623601053,14.7361,1.063701053,13.4997,-0.172698947,12.5836,-1.088798947
-0.100000001,18.2815,4.609101053,15.3419,1.669501053,13.3339,-0.338498947,11.2582,-2.414198947,9.9978,-3.674598947
0.5,17.5192,3.846801053,15.2527,1.580301053,14.0543,0.381901053,12.5175,-1.154898947,11.4549,-2.217498947
0.720000029,18.5418,4.869401053,15.7429,2.070501053,13.8292,0.156801053,11.8712,-1.801198947,10.7693,-2.903098947
0.467219992,17.1825,3.510101053,15.8238,2.151401053,15.4415,1.769101053,14.2492,0.576801053,13.439,-0.233398947
-0.059999999,17.7262,4.053801053,14.903,1.230601053,13.3268,-0.345598947,11.6191,-2.053298947,10.5034,-3.168998947
-0.159999996,17.4458,3.773401053,14.8573,1.184901053,13.7993,0.126901053,12.2712,-1.401198947,11.2646,-2.407798947
0.620000005,17.8168,4.144401053,15.6306,1.958201053,14.4452,0.772801053,12.8872,-0.785198947,11.9176,-1.754798947
0.810000002,18.0621,4.389701053,15.6247,1.952301053,14.097,0.424601053,12.3672,-1.305198947,11.3937,-2.278698947
1.00999999,19.7947,6.122301053,16.751,3.078601053,15.2321,1.559701053,13.5952,-0.077198947,12.5224,-1.149998947
0.451045051,17.4558,3.783401053,15.812,2.139601053,15.541,1.868601053,14.3552,0.682801053,13.5189,-0.153498947
0.394761228,17.1989,3.526501053,15.2409,1.568501053,14.661,0.988601053,13.3506,-0.321798947,12.5269,-1.145498947
0.460750019,17.303,3.630601053,15.7733,2.100901053,15.3304,1.658001053,14.1358,0.463401053,13.2744,-0.397998947
0.0,17.3268,3.654401053,15.6504,1.978001053,15.3149,1.642501053,14.1208,0.448401053,13.2792,-0.393198947
0.451045051,17.3246,3.652201053,15.795,2.122601053,15.3145,1.642101053,14.0818,0.409401053,13.1908,-0.481598947
0.383504461,17.0775,3.405101053,15.3277,1.655301053,14.7328,1.060401053,13.4717,-0.200698947,12.5679,-1.104498947
0.409770244,17.3368,3.664401053,15.6773,2.004901053,15.3299,1.657501053,14.112,0.439601053,13.241,-0.431398947
0.496334898,17.7007,4.028301053,15.8056,2.133201053,15.0749,1.402501053,13.6763,0.003901053,12.785,-0.887398947
0.589999974,17.2917,3.619301053,15.6008,1.928401053,14.9377,1.265301053,13.6182,-0.054198947,12.7309,-0.941498947
0.050000001,17.1992,3.526801053,15.4622,1.789801053,15.1011,1.428701053,13.9048,0.232401053,13.0453,-0.627098947
0.039999999,17.4923,3.819901053,15.4197,1.747301053,14.8106,1.138201053,13.4426,-0.229798947,12.5173,-1.155098947
0.50999999,17.4976,3.825201053,15.8455,2.173101053,15.1684,1.496001053,13.8409,0.168501053,12.9701,-0.702298947
0.451045051,17.3399,3.667501053,15.6698,1.997401053,15.2569,1.584501053,14.0669,0.394501053,13.1545,-0.517898947
0.0,17.4708,3.798401053,15.7545,2.082101053,15.4273,1.754901053,14.2264,0.554001053,13.3394,-0.332998947
0.443540538,17.1371,3.464701053,15.3402,1.667801053,14.7918,1.119401053,13.5411,-0.131298947,12.5939,-1.078498947
0.0,17.3726,3.700201053,15.6416,1.969201053,15.3447,1.672301053,14.1567,0.484301053,13.3047,-0.367698947
-0.03,17.3782,3.705801053,16.1131,2.440701053,15.8378,2.165401053,14.7228,1.050401053,13.9047,0.232301053
0.52,17.5766,3.904201053,16.1312,2.458801053,15.7425,2.070101053,14.5959,0.923501053,13.7791,0.106701053
0.13,17.12,3.447601053,15.716,2.043601053,15.4938,1.821401053,14.4352,0.762801053,13.6885,0.016101053
0.46,19.381,5.708601053,17.3045,3.632101053,16.4917,2.819301053,15.0914,1.419001053,14.2593,0.586901053
0.18,17.5611,3.888701053,16.1075,2.435101053,15.7204,2.048001053,14.5591,0.886701053,13.7093,0.036901053
0.25,17.8716,4.199201053,16.4788,2.806401053,16.0554,2.383001053,14.8595,1.187101053,14.0602,0.387801053
0.4,17.9036,4.231201053,16.4962,2.823801053,16.0605,2.388101053,14.8078,1.135401053,14.0464,0.374001053
0.23,17.1166,3.444201053,15.7863,2.113901053,15.5828,1.910401053,14.601,0.928601053,13.8528,0.180401053
0.26,17.5553,3.882901053,16.2846,2.612201053,15.9978,2.325401053,14.8718,1.199401053,14.0587,0.386301053
-0.07,18.0054,4.333001053,16.1839,2.511501053,15.8308,2.158401053,14.539,0.866601053,13.6709,-0.001498947
0.41,19.3133,5.640901053,17.2051,3.532701053,16.3241,2.651701053,14.9248,1.252401053,14.0673,0.394901053
0.06,18.4605,4.788101053,16.7385,3.066101053,16.4646,2.792201053,15.2366,1.564201053,14.4005,0.728101053
0.11,17.3969,3.724501053,16.0819,2.409501053,15.845,2.172601053,14.7368,1.064401053,13.8988,0.226401053
-0.15,17.8248,4.152401053,16.3141,2.641701053,16.1308,2.458401053,14.9704,1.298001053,14.145,0.472601053
-0.22,17.797,4.124601053,16.2687,2.596301053,16.0778,2.405401053,14.9292,1.256801053,14.1042,0.431801053
0.09,17.2101,3.537701053,15.9304,2.258001053,15.6353,1.962901053,14.504,0.831601053,13.6969,0.024501053
-0.13,17.7902,4.117801053,16.2634,2.591001053,16.0423,2.369901053,14.918,1.245601053,14.0552,0.382801053
0.25,17.9158,4.243401053,16.4637,2.791301053,16.0455,2.373101053,14.8558,1.183401053,14.0299,0.357501053
-0.09,17.6358,3.963401053,16.0965,2.424101053,15.927,2.254601053,14.8115,1.139101053,13.9869,0.314501053
-0.24,17.674,4.001601053,16.0558,2.383401053,15.8259,2.153501053,14.6433,0.970901053,13.8072,0.134801053
-0.1,17.4535,3.781101053,15.9574,2.285001053,15.7675,2.095101053,14.6681,0.995701053,13.8388,0.166401053
0.3,18.1239,4.451501053,16.5217,2.849301053,15.9704,2.298001053,14.7082,1.035801053,13.864,0.191601053
0.2,17.3206,3.648201053,15.9999,2.327501053,15.7449,2.072501053,14.6359,0.963501053,13.7962,0.123801053
0.23,17.7636,4.091201053,16.3268,2.654401053,16.0121,2.339701053,14.8482,1.175801053,14.0307,0.358301053
0.11,17.5434,3.871001053,16.2013,2.528901053,15.8639,2.191501053,14.7261,1.053701053,13.8922,0.219801053
0.28,17.8508,4.178401053,16.4123,2.739901053,15.989,2.316601053,14.7881,1.115701053,13.9738,0.301401053
0.39,19.0289,5.356501053,17.0111,3.338701053,16.3319,2.659501053,15.0481,1.375701053,14.2291,0.556701053
0.17,17.2925,3.620101053,15.9188,2.246401053,15.6411,1.968701053,14.5106,0.838201053,13.6906,0.018201053
0.13,17.8813,4.208901053,16.6088,2.936401053,16.308,2.635601053,15.1602,1.487801053,14.3527,0.680301053
0.32,17.5753,3.902901053,16.0815,2.409101053,15.7725,2.100101053,14.5985,0.926101053,13.7743,0.101901053
0.0,18.2114,4.539001053,16.6407,2.968301053,16.1188,2.446401053,14.9092,1.236801053,14.0935,0.421101053
0.24,17.4364,3.764001053,15.9522,2.279801053,15.6616,1.989201053,14.5176,0.845201053,13.6791,0.006701053
0.14,17.6554,3.983001053,16.172,2.499601053,15.8691,2.196701053,14.6911,1.018701053,13.8646,0.192201053
0.24,17.8113,4.138901053,16.281,2.608601053,15.7963,2.123901053,14.5791,0.906701053,13.724,0.051601053
0.18,17.3751,3.702701053,15.8884,2.216001053,15.6417,1.969301053,14.51,0.837601053,13.6465,-0.025898947
-0.04,18.7509,5.078501053,16.6124,2.940001053,16.14,2.467601053,14.8847,1.212301053,13.9774,0.305001053
-0.07,17.603,3.930601053,16.1454,2.473001053,15.8283,2.155901053,14.7799,1.107501053,13.8772,0.204801053
0.26,17.9314,4.259001053,16.4996,2.827201053,16.1003,2.427901053,14.9258,1.253401053,14.118,0.445601053
-0.02,17.5638,3.891401053,16.1029,2.430501053,15.8837,2.211301053,14.7837,1.111301053,13.9425,0.270101053
0.15,17.366,3.693601053,15.8812,2.208801053,15.6189,1.946501053,14.4788,0.806401053,13.6555,-0.016898947
-0.54,17.9476,4.275201053,16.3574,2.685001053,16.0664,2.394001053,14.8462,1.173801053,13.9967,0.324301053
0.45,17.8802,4.207801053,16.4942,2.821801053,16.0216,2.349201053,14.8347,1.162301053,13.9925,0.320101053
0.26,17.4263,3.753901053,16.1288,2.456401053,15.8234,2.151001053,14.7028,1.030401053,13.8678,0.195401053
0.3,17.8395,4.167101053,16.3956,2.723201053,15.9304,2.258001053,14.6943,1.021901053,13.8583,0.185901053
-0.71,17.4795,3.807101053,15.9337,2.261301053,15.7852,2.112801053,14.6604,0.988001053,13.8279,0.155501053
0.06,17.3287,3.656301053,16.0039,2.331501053,15.7253,2.052901053,14.6092,0.936801053,13.7797,0.107301053
-0.2,17.4408,3.768401053,15.9257,2.253301053,15.6962,2.023801053,14.5626,0.890201053,13.7152,0.042801053
-0.16,17.5742,3.901801053,16.0084,2.336001053,15.8102,2.137801053,14.6619,0.989501053,13.8159,0.143501053
-0.25,17.4663,3.793901053,15.8744,2.202001053,15.6588,1.986401053,14.5263,0.853901053,13.684,0.011601053
0.59,19.1928,5.520401053,17.307,3.634601053,16.5607,2.888301053,15.2121,1.539701053,14.4127,0.740301053
0.56,18.7205,5.048101053,16.9968,3.324401053,16.419,2.746601053,15.1646,1.492201053,14.3476,0.675201053
0.18,17.3598,3.687401053,16.0885,2.416101053,15.7636,2.091201053,14.6376,0.965201053,13.787,0.114601053
-0.37,17.9187,4.246301053,16.2007,2.528301053,15.9603,2.287901053,14.8114,1.139001053,13.9478,0.275401053
0.25,17.7837,4.111301053,16.3622,2.689801053,15.9399,2.267501053,14.7477,1.075301053,13.9274,0.255001053
0.01,17.5299,3.857501053,16.0381,2.365701053,15.7628,2.090401053,14.6233,0.950901053,13.7883,0.115901053
-0.14,17.5317,3.859301053,16.009,2.336601053,15.8034,2.131001053,14.6767,1.004301053,13.8219,0.149501053
-0.19,17.6127,3.940301053,16.0253,2.352901053,15.8188,2.146401053,14.6412,0.968801053,13.8044,0.132001053
0.29,17.5364,3.864001053,16.1583,2.485901053,15.8114,2.139001053,14.7242,1.051801053,13.8136,0.141201053
0.22,17.4017,3.729301053,16.0749,2.402501053,15.7235,2.051101053,14.6062,0.933801053,13.7465,0.074101053
-0.07,19.7016,6.029201053,17.3056,3.633201053,16.6668,2.994401053,15.3172,1.644801053,14.3527,0.680301053
0.098,18.7596,4.390382334,15.6436,1.274382334,14.1701,-0.199117666,12.3766,-1.992617666,11.3389,-3.030317666
0.495,18.1223,3.753082334,15.593,1.223782334,14.6245,0.255282334,13.0911,-1.278117666,12.1696,-2.199617666
0.365,18.1214,3.752182334,15.6404,1.271182334,14.7185,0.349282334,13.2733,-1.095917666,12.3715,-1.997717666
0.7,17.8776,3.508382334,15.6268,1.257582334,14.7434,0.374182334,13.3717,-0.997517666,12.4946,-1.874617666
0.488,17.9784,3.609182334,15.7538,1.384582334,15.0058,0.636582334,13.6764,-0.692817666,12.8269,-1.542317666
0.495,17.8481,3.478882334,15.8669,1.497682334,15.3168,0.947582334,14.0521,-0.317117666,13.2296,-1.139617666
