Na/Fe,F275W,F275W_abs,F336W,F336W_abs,F435W,F435W_abs,F606W,F606W_abs,F814W,F814W_abs
-0.02,17.9223,3.553082334,15.8232,1.453982334,15.3669,0.997682334,14.0882,-0.281017666,13.2584,-1.110817666
0.607,17.7567,3.387482334,15.8744,1.505182334,15.3249,0.955682334,14.1035,-0.265717666,13.2915,-1.077717666
0.26,17.8577,3.488482334,16.0071,1.637882334,15.5645,1.195282334,14.363,-0.006217666,13.568,-0.801217666
0.497,17.8173,3.448082334,16.07,1.700782334,15.6274,1.258182334,14.4733,0.104082334,13.6934,-0.675817666
-0.293,18.0954,3.726182334,16.2961,1.926882334,16.0925,1.723282334,14.9388,0.569582334,14.1838,-0.185417666
0.331,18.0746,3.705382334,16.4199,2.050682334,16.1328,1.763582334,15.0172,0.647982334,14.2669,-0.102317666
0.085,18.1368,3.767582334,16.4712,2.101982334,16.2624,1.893182334,15.1492,0.779982334,14.4176,0.048382334
0.191,18.1743,3.805082334,16.5599,2.190682334,16.326,1.956782334,15.2056,0.836382334,14.4712,0.101982334
0.289,18.2072,3.837982334,16.7584,2.389182334,16.5372,2.167982334,15.4772,1.107982334,14.7562,0.386982334
0.278,18.429,4.059782334,17.005,2.635782334,16.9004,2.531182334,15.8939,1.524682334,15.1882,0.818982334
0.495,18.1223,3.753082334,15.593,1.223782334,14.6245,0.255282334,13.0911,-1.278117666,12.1696,-2.199617666
0.365,18.1214,3.752182334,15.6404,1.271182334,14.7185,0.349282334,13.2733,-1.095917666,12.3715,-1.997717666
0.7,17.8776,3.508382334,15.6268,1.257582334,14.7434,0.374182334,13.3717,-0.997517666,12.4946,-1.874617666
0.488,17.9784,3.609182334,15.7538,1.384582334,15.0058,0.636582334,13.6764,-0.692817666,12.8269,-1.542317666
0.495,17.8481,3.478882334,15.8669,1.497682334,15.3168,0.947582334,14.0521,-0.317117666,13.2296,-1.139617666
-0.02,17.9223,3.553082334,15.8232,1.453982334,15.3669,0.997682334,14.0882,-0.281017666,13.2584,-1.110817666
0.607,17.7567,3.387482334,15.8744,1.505182334,15.3249,0.955682334,14.1035,-0.265717666,13.2915,-1.077717666
0.26,17.8577,3.488482334,16.0071,1.637882334,15.5645,1.195282334,14.363,-0.006217666,13.568,-0.801217666
0.497,17.8173,3.448082334,16.07,1.700782334,15.6274,1.258182334,14.4733,0.104082334,13.6934,-0.675817666
-0.293,18.0954,3.726182334,16.2961,1.926882334,16.0925,1.723282334,14.9388,0.569582334,14.1838,-0.185417666
0.331,18.0746,3.705382334,16.4199,2.050682334,16.1328,1.763582334,15.0172,0.647982334,14.2669,-0.102317666
0.085,18.1368,3.767582334,16.4712,2.101982334,16.2624,1.893182334,15.1492,0.779982334,14.4176,0.048382334
0.191,18.1743,3.805082334,16.5599,2.190682334,16.326,1.956782334,15.2056,0.836382334,14.4712,0.101982334
0.289,18.2072,3.837982334,16.7584,2.389182334,16.5372,2.167982334,15.4772,1.107982334,14.7562,0.386982334
0.097999997,18.7596,4.390382334,15.6436,1.274382334,14.1701,-0.199117666,12.3766,-1.992617666,11.3389,-3.030317666
0.514127342,18.1223,3.753082334,15.593,1.223782334,14.6245,0.255282334,13.0911,-1.278117666,12.1696,-2.199617666
0.472072481,18.1214,3.752182334,15.6404,1.271182334,14.7185,0.349282334,13.2733,-1.095917666,12.3715,-1.997717666
0.699999988,17.8776,3.508382334,15.6268,1.257582334,14.7434,0.374182334,13.3717,-0.997517666,12.4946,-1.874617666
0.51186285,17.9784,3.609182334,15.7538,1.384582334,15.0058,0.636582334,13.6764,-0.692817666,12.8269,-1.542317666
0.514127342,23.8962,9.526982334,21.7403,7.371082334,21.1285,6.759282334,20.4722,6.102982334,20.0885,5.719282334
-0.02,19.4881,5.118882334,18.8526,4.483382334,19.2006,4.831382334,18.4745,4.105282334,17.881,3.511782334
0.606999993,17.7567,3.387482334,15.8744,1.505182334,15.3249,0.955682334,14.1035,-0.265717666,13.2915,-1.077717666
0.436036024,22.5347,8.165482334,20.9777,6.608482334,20.8716,6.502382334,20.2131,5.843882334,19.5298,5.160582334
0.514774341,17.8173,3.448082334,16.07,1.700782334,15.6274,1.258182334,14.4733,0.104082334,13.6934,-0.675817666
-0.293000013,19.5365,5.167282334,18.8945,4.525282334,19.2481,4.878882334,18.5778,4.208582334,18.0873,3.718082334
0.461073514,18.0746,3.705382334,16.4199,2.050682334,16.1328,1.763582334,15.0172,0.647982334,14.2669,-0.102317666
0.085000001,18.1368,3.767582334,16.4712,2.101982334,16.2624,1.893182334,15.1492,0.779982334,14.4176,0.048382334
0.41014547,18.1743,3.805082334,16.5599,2.190682334,16.326,1.956782334,15.2056,0.836382334,14.4712,0.101982334
0.442790085,24.4372,10.06798233,23.5125,9.143282334,22.7799,8.410682334,22.0632,7.693982334,21.2284,6.859182334
0.333409983,20.1595,5.045296946,17.3924,2.278196946,15.8153,0.701096946,13.7771,-1.337103054,12.4984,-2.615803054
0.539112348,20.2934,5.179196946,17.5749,2.460696946,16.0675,0.953296946,14.008,-1.106203054,12.7484,-2.365803054
0.207899935,20.2458,5.131596946,17.4162,2.301996946,16.2314,1.117196946,14.3376,-0.776603054,13.1497,-1.964503054
0.397068247,20.4312,5.316996946,17.4782,2.363996946,16.0453,0.931096946,14.0068,-1.107403054,12.7517,-2.362503054
0.395658497,19.6165,4.502296946,17.2284,2.114196946,16.2227,1.108496946,14.5084,-0.605803054,13.3951,-1.719103054
0.388609754,20.4397,5.325496946,17.4936,2.379396946,16.0115,0.897296946,13.9574,-1.156803054,12.7205,-2.393703054
0.411165735,19.5797,4.465496946,16.9592,1.844996946,15.3934,0.279196946,13.5794,-1.534803054,12.2653,-2.848903054
0.399887744,20.2545,5.140296946,17.3736,2.259396946,15.9326,0.818396946,13.9461,-1.168103054,12.7382,-2.376003054
0.236497457,20.2727,5.158496946,17.3147,2.200496946,16.0179,0.903696946,14.094,-1.020203054,12.8991,-2.215103054
0.415394988,19.4027,4.288496946,17.114,1.999796946,16.186,1.071796946,14.5653,-0.548903054,13.5005,-1.613703054
0.284160015,20.2591,5.144896946,17.2262,2.111996946,15.6187,0.504496946,13.5981,-1.516103054,12.3207,-2.793503054
0.4808924,19.8546,4.740396946,17.4571,2.342896946,16.4146,1.300396946,14.6647,-0.449503054,13.5288,-1.585403054
0.388609754,20.1873,5.073096946,17.3957,2.281496946,16.1384,1.024196946,14.2249,-0.889303054,13.028,-2.086203054
0.444504951,20.1589,5.044696946,17.2984,2.184196946,15.7754,0.661196946,13.7833,-1.330903054,12.5569,-2.557303054
0.78,19.2551,4.182707323,16.8384,1.766007323,15.6398,0.567407323,13.8488,-1.223592677,12.743,-2.329392677
0.49,19.4959,4.423507323,17.056,1.983607323,15.7083,0.635907323,13.7482,-1.324192677,12.6134,-2.458992677
0.96,19.5078,4.435407323,16.8625,1.790107323,15.28,0.207607323,13.2198,-1.852592677,12.0055,-3.066892677
0.79,20.1007,5.028307323,17.1358,2.063407323,15.1335,0.061107323,12.7423,-2.330092677,11.3974,-3.674992677
0.15,19.369,4.296607323,17.7322,2.659807323,17.4102,2.337807323,16.0775,1.005107323,15.1391,0.066707323
0.7,19.5928,4.520407323,16.8201,1.747707323,15.5051,0.432707323,13.6393,-1.433092677,12.4898,-2.582592677
-0.02,19.5029,4.430507323,17.9663,2.893907323,17.7645,2.692107323,16.4942,1.421807323,15.5867,0.514307323
0.05,19.1144,4.042007323,16.7874,1.715007323,16.0063,0.933907323,14.4312,-0.641192677,13.3819,-1.690492677
0.71,19.212,4.139607323,16.8282,1.755807323,15.7766,0.704207323,14.0609,-1.011492677,12.9768,-2.095592677
0.69,19.5229,4.450507323,16.7354,1.663007323,15.2384,0.166007323,13.2565,-1.815892677,12.0719,-3.000492677
0.17,19.3932,4.320807323,17.7759,2.703507323,17.5555,2.483107323,16.2464,1.174007323,15.3283,0.255907323
0.39,19.0795,4.007107323,16.9314,1.859007323,16.2767,1.204307323,14.7956,-0.276792677,13.7921,-1.280292677
0.23,19.2517,4.179307323,17.5658,2.493407323,17.2139,2.141507323,15.8477,0.775307323,14.9035,-0.168892677
0.04,19.1741,4.101707323,17.4448,2.372407323,17.1402,2.067807323,15.8276,0.755207323,14.8852,-0.187192677
0.48,19.1081,4.035707323,17.0478,1.975407323,16.4081,1.335707323,14.9242,-0.148192677,13.9192,-1.153192677
0.41,19.0846,4.012207323,17.4581,2.385707323,17.0413,1.968907323,15.6906,0.618207323,14.7602,-0.312192677
0.46,19.1223,4.049907323,16.7982,1.725807323,15.8698,0.797407323,14.2657,-0.806692677,13.2042,-1.868192677
0.17,19.4721,4.399707323,17.9732,2.900807323,17.7649,2.692507323,16.5153,1.442907323,15.6149,0.542507323
0.03,19.3009,4.228507323,17.7843,2.711907323,17.5563,2.483907323,16.3275,1.255107323,15.4302,0.357807323
0.13,19.0958,4.023407323,16.5696,1.497207323,15.4593,0.386907323,13.7708,-1.301592677,12.6874,-2.384992677
0.18,19.0774,4.005007323,16.5856,1.513207323,15.5329,0.460507323,13.9115,-1.160892677,12.832,-2.240392677
-0.01,19.1101,4.037707323,17.0381,1.965707323,16.4668,1.394407323,15.0385,-0.033892677,14.0495,-1.022892677
0.64,19.1404,4.068007323,17.8148,2.742407323,17.4608,2.388407323,16.2025,1.130107323,15.3142,0.241807323
0.17,19.2301,4.157707323,16.5587,1.486307323,15.2839,0.211507323,13.4878,-1.584592677,12.3785,-2.693892677
0.35,19.8266,4.754207323,16.85,1.777607323,15.0683,-0.004092677,12.9997,-2.072692677,11.7454,-3.326992677
0.74,19.3565,4.284107323,17.8996,2.827207323,17.6376,2.565207323,16.3922,1.319807323,15.495,0.422607323
0.15,19.0028,3.930407323,17.2844,2.212007323,16.8697,1.797307323,15.4988,0.426407323,14.5652,-0.507192677
0.63,19.0488,3.976407323,16.9189,1.846507323,16.0466,0.974207323,14.5071,-0.565292677,13.4853,-1.587092677
0.017,17.9815,6.644467906,15.3977,4.060667906,14.8545,3.517467906,13.0861,1.749067906,11.8955,0.558467906
-0.164,17.9241,6.587067906,15.5973,4.260267906,14.9406,3.603567906,13.2529,1.915867906,12.075,0.737967906
0.069,18.0409,6.703867906,14.9675,3.630467906,13.6705,2.333467906,11.5831,0.246067906,10.254,-1.083032094
0.366,17.8819,6.544867906,15.397,4.059967906,14.5236,3.186567906,12.7243,1.387267906,11.5154,0.178367906
0.402,17.8794,6.542367906,15.8399,4.502867906,15.1959,3.858867906,13.5624,2.225367906,12.4293,1.092267906
0.13,17.4923,6.155267906,15.1012,3.764167906,14.3283,2.991267906,12.6085,1.271467906,11.427,0.089967906
0.566,17.8548,6.517767906,15.8226,4.485567906,15.1537,3.816667906,13.5689,2.231867906,12.4462,1.109167906
0.309,17.8556,6.518567906,15.8688,4.531767906,15.2255,3.888467906,13.6451,2.308067906,12.5225,1.185467906
0.105,17.711,6.373967906,15.1036,3.766567906,14.1982,2.861167906,12.4146,1.077567906,11.2172,-0.119832094
0.253,17.9443,6.607267906,15.8308,4.493767906,15.2138,3.876767906,13.6069,2.269867906,12.4651,1.128067906
0.54,18.0933,6.756267906,15.0078,3.670767906,13.5128,2.175767906,11.4046,0.067567906,10.0899,-1.247132094
0.208,17.7324,6.395367906,15.1606,3.823567906,14.1705,2.833467906,12.3641,1.027067906,11.1462,-0.190832094
0.545,17.8477,6.510667906,15.2078,3.870767906,14.1275,2.790467906,12.1975,0.860467906,10.9633,-0.373732094
0.15,17.8248,6.487767906,15.0044,3.667367906,13.9323,2.595267906,12.0569,0.719867906,10.8084,-0.528632094
0.149,17.8595,6.522467906,15.5958,4.258767906,14.867,3.529967906,13.1975,1.860467906,12.0501,0.713067906
-0.02,17.8985,6.561467906,15.607,4.269967906,14.9772,3.640167906,13.2695,1.932467906,12.1164,0.779367906
0.072,17.6059,6.268867906,14.9862,3.649167906,14.0825,2.745467906,12.2915,0.954467906,11.0906,-0.246432094
0.15,17.6858,6.348767906,15.2239,3.886867906,14.3237,2.986667906,12.5298,1.192767906,11.3315,-0.005532094
0.003,17.7918,6.454767906,15.6078,4.270767906,15.018,3.680967906,13.3969,2.059867906,12.2567,0.919667906
0.241,17.7409,6.403867906,15.4363,4.099267906,14.7516,3.414567906,13.072,1.734967906,11.9289,0.591867906
0.373,17.6674,6.330367906,15.2492,3.912167906,14.3258,2.988767906,12.5484,1.211367906,11.3795,0.042467906
0.617,17.9746,6.637567906,15.9505,4.613467906,15.2669,3.929867906,13.648,2.310967906,12.534,1.196967906
0.233,17.9112,6.574167906,14.9802,3.643167906,13.8444,2.507367906,11.886,0.548967906,10.6376,-0.699432094
0.09,17.9815,6.644467906,15.3977,4.060667906,14.8545,3.517467906,13.0861,1.749067906,11.8955,0.558467906
0.06,18.0961,6.759067906,15.7945,4.457467906,15.1365,3.799467906,13.445,2.107967906,12.2702,0.933167906
0.13,17.8579,6.520867906,15.5811,4.244067906,14.9243,3.587267906,13.2219,1.884867906,12.0496,0.712567906
0.05,18.0409,6.703867906,14.9675,3.630467906,13.6705,2.333467906,11.5831,0.246067906,10.254,-1.083032094
0.15,20.2468,8.909767906,18.8717,7.534667906,18.7827,7.445667906,17.5431,6.206067906,16.4106,5.073567906
0.41,17.7524,6.415367906,15.6079,4.270867906,14.8369,3.499867906,13.1684,1.831367906,12.0085,0.671467906
0.42,17.8794,6.542367906,15.8399,4.502867906,15.1959,3.858867906,13.5624,2.225367906,12.4293,1.092267906
0.0,17.4923,6.155267906,15.1012,3.764167906,14.3283,2.991267906,12.6085,1.271467906,11.427,0.089967906
0.43,17.7367,6.399667906,15.4581,4.121067906,14.5838,3.246767906,12.8638,1.526767906,11.6851,0.348067906
0.02,17.711,6.373967906,15.1036,3.766567906,14.1982,2.861167906,12.4146,1.077567906,11.2172,-0.119832094
0.25,17.9443,6.607267906,15.8308,4.493767906,15.2138,3.876767906,13.6069,2.269867906,12.4651,1.128067906
0.4,18.0933,6.756267906,15.0078,3.670767906,13.5128,2.175767906,11.4046,0.067567906,10.0899,-1.247132094
0.23,17.7324,6.395367906,15.1606,3.823567906,14.1705,2.833467906,12.3641,1.027067906,11.1462,-0.190832094
0.07,17.8281,6.491067906,15.5146,4.177567906,14.8835,3.546467906,13.1926,1.855567906,12.0285,0.691467906
0.06,17.8248,6.487767906,15.0044,3.667367906,13.9323,2.595267906,12.0569,0.719867906,10.8084,-0.528632094
0.11,17.8595,6.522467906,15.5958,4.258767906,14.867,3.529967906,13.1975,1.860467906,12.0501,0.713067906
0.46,17.9054,6.568367906,15.8564,4.519367906,15.1578,3.820767906,13.511,2.173967906,12.3725,1.035467906
0.11,17.6059,6.268867906,14.9862,3.649167906,14.0825,2.745467906,12.2915,0.954467906,11.0906,-0.246432094
0.24,17.6858,6.348767906,15.2239,3.886867906,14.3237,2.986667906,12.5298,1.192767906,11.3315,-0.005532094
0.02,17.7918,6.454767906,15.6078,4.270767906,15.018,3.680967906,13.3969,2.059867906,12.2567,0.919667906
0.0,17.7409,6.403867906,15.4363,4.099267906,14.7516,3.414567906,13.072,1.734967906,11.9289,0.591867906
0.37,17.6674,6.330367906,15.2492,3.912167906,14.3258,2.988767906,12.5484,1.211367906,11.3795,0.042467906
0.13,17.8187,6.481667906,15.7002,4.363167906,15.1583,3.821267906,13.5697,2.232667906,12.4512,1.114167906
0.09,17.8819,6.544867906,15.397,4.059967906,14.5236,3.186567906,12.7243,1.387267906,11.5154,0.178367906
0.07,17.9815,6.644467906,15.3977,4.060667906,14.8545,3.517467906,13.0861,1.749067906,11.8955,0.558467906
-0.07,18.0409,6.703867906,14.9675,3.630467906,13.6705,2.333467906,11.5831,0.246067906,10.254,-1.083032094
0.45,17.8477,6.510667906,15.2078,3.870767906,14.1275,2.790467906,12.1975,0.860467906,10.9633,-0.373732094
0.39,17.7311,6.394067906,15.2551,3.918067906,14.2323,2.895267906,12.3875,1.050467906,11.1912,-0.145832094
0.09,17.9112,6.574167906,14.9802,3.643167906,13.8444,2.507367906,11.886,0.548967906,10.6376,-0.699432094
0.47,17.7367,6.399667906,15.4581,4.121067906,14.5838,3.246767906,12.8638,1.526767906,11.6851,0.348067906
0.01,18.4066,7.069567906,16.4769,5.139867906,16.0916,4.754567906,14.5985,3.261467906,13.4977,2.160667906
0.27,18.3117,6.974667906,16.446,5.108967906,15.9127,4.575667906,14.3667,3.029667906,13.2742,1.937167906
0.09,17.6059,6.268867906,14.9862,3.649167906,14.0825,2.745467906,12.2915,0.954467906,11.0906,-0.246432094
0.52,18.3892,7.052167906,16.5916,5.254567906,16.078,4.740967906,14.5799,3.242867906,13.5053,2.168267906
0.2,18.3651,7.028067906,16.5582,5.221167906,16.0751,4.738067906,14.5897,3.252667906,13.5117,2.174667906
0.40270724,16.8553,2.503573145,14.8355,0.483773145,14.1288,-0.222926855,12.8854,-1.466326855,12.0629,-2.288826855
0.412575482,17.703,3.351273145,15.0776,0.725873145,13.8439,-0.507826855,12.2709,-2.080826855,11.3109,-3.040826855
0.399887744,17.5909,3.239173145,15.179,0.827273145,14.2494,-0.102326855,12.8144,-1.537326855,11.9096,-2.442126855
0.488169907,17.6788,3.327073145,15.1991,0.847373145,13.9156,-0.436126855,12.2704,-2.081326855,11.2902,-3.061526855
0.411165735,17.2737,2.921973145,15.294,0.942273145,14.5906,0.238873145,13.3372,-1.014526855,12.4892,-1.862526855
0.333409983,18.0342,3.682473145,15.2267,0.874973145,13.9167,-0.435026855,12.2529,-2.098826855,11.2571,-3.094626855
0.459059944,17.3598,3.008073145,15.2943,0.942573145,14.5629,0.211173145,13.2741,-1.077626855,12.4301,-1.921626855
0.40411699,17.7207,3.368973145,15.2217,0.869973145,14.3096,-0.042126855,12.8643,-1.487426855,11.9761,-2.375626855
0.466337429,17.7997,3.447973145,15.2934,0.941673145,13.8175,-0.534226855,12.1757,-2.176026855,11.2173,-3.134426855
0.422672474,17.5313,3.179573145,15.1625,0.810773145,14.2868,-0.064926855,12.8518,-1.499926855,11.9658,-2.385926855
0.524557355,17.6685,3.316773145,15.2341,0.882373145,14.4073,0.055573145,12.6341,-1.717626855,11.713,-2.638726855
0.246029971,18.5251,4.173373145,15.7099,1.358173145,13.6917,-0.660026855,11.7284,-2.623326855,10.6036,-3.748126855
0.539112348,17.3607,3.008973145,15.4748,1.123073145,14.9042,0.552473145,13.701,-0.650726855,12.8784,-1.473326855
0.401297493,18.946,4.594273145,16.0776,1.725873145,13.7954,-0.556326855,11.9421,-2.409626855,10.7179,-3.633826855
0.429949959,17.3444,2.992673145,15.2037,0.851973145,14.3127,-0.039026855,12.8902,-1.461526855,12.007,-2.344726855
0.378235005,17.7146,3.362873145,15.122,0.770273145,14.1457,-0.206026855,12.634,-1.717726855,11.7071,-2.644626855
0.236497457,17.4825,3.130773145,15.3225,0.970773145,14.7523,0.400573145,13.4597,-0.892026855,12.6211,-1.730626855
0.510002385,17.767,3.415273145,15.265,0.913273145,14.1586,-0.193126855,12.5816,-1.770126855,11.6453,-2.706426855
0.596963304,17.7497,3.397973145,15.2692,0.917473145,14.0464,-0.305326855,12.4112,-1.940526855,11.4256,-2.926126855
0.488169907,17.8695,3.517773145,15.2565,0.904773145,13.9332,-0.418526855,12.2409,-2.110826855,11.2409,-3.110826855
0.417274752,16.8553,2.503573145,14.8355,0.483773145,14.1288,-0.222926855,12.8854,-1.466326855,12.0629,-2.288826855
0.443540538,17.703,3.351273145,15.0776,0.725873145,13.8439,-0.507826855,12.2709,-2.080826855,11.3109,-3.040826855
0.409770244,17.5909,3.239173145,15.179,0.827273145,14.2494,-0.102326855,12.8144,-1.537326855,11.9096,-2.442126855
0.483394943,17.6788,3.327073145,15.1991,0.847373145,13.9156,-0.436126855,12.2704,-2.081326855,11.2902,-3.061526855
0.439788287,17.2737,2.921973145,15.294,0.942273145,14.5906,0.238873145,13.3372,-1.014526855,12.4892,-1.862526855
0.039999999,18.0342,3.682473145,15.2267,0.874973145,13.9167,-0.435026855,12.2529,-2.098826855,11.2571,-3.094626855
0.079999998,17.9208,3.569073145,15.1962,0.844473145,14.0503,-0.301426855,12.4228,-1.928926855,11.469,-2.882726855
0.470454988,17.3598,3.008073145,15.2943,0.942573145,14.5629,0.211173145,13.2741,-1.077626855,12.4301,-1.921626855
-0.150000006,17.9598,3.608073145,15.1613,0.809573145,13.9036,-0.448126855,12.2446,-2.107126855,11.2554,-3.096326855
0.421027008,17.7207,3.368973145,15.2217,0.869973145,14.3096,-0.042126855,12.8643,-1.487426855,11.9761,-2.375626855
0.473689974,17.7997,3.447973145,15.2934,0.941673145,13.8175,-0.534226855,12.1757,-2.176026855,11.2173,-3.134426855
0.457515023,17.8286,3.476873145,15.217,0.865273145,14.0664,-0.285326855,12.4962,-1.855526855,11.5936,-2.758126855
0.454280037,17.5313,3.179573145,15.1625,0.810773145,14.2868,-0.064926855,12.8518,-1.499926855,11.9658,-2.385926855
0.499569884,17.6685,3.316773145,15.2341,0.882373145,14.4073,0.055573145,12.6341,-1.717626855,11.713,-2.638726855
0.506039866,17.3607,3.008973145,15.4748,1.123073145,14.9042,0.552473145,13.701,-0.650726855,12.8784,-1.473326855
0.457515023,17.3444,2.992673145,15.2037,0.851973145,14.3127,-0.039026855,12.8902,-1.461526855,12.007,-2.344726855
0.496334898,17.7307,3.378973145,15.1819,0.830173145,14.0162,-0.335526855,12.4338,-1.917926855,11.4832,-2.868526855
0.090000004,17.7146,3.362873145,15.122,0.770273145,14.1457,-0.206026855,12.634,-1.717726855,11.7071,-2.644626855
-0.129999995,17.4825,3.130773145,15.3225,0.970773145,14.7523,0.400573145,13.4597,-0.892026855,12.6211,-1.730626855
0.493099912,17.767,3.415273145,15.265,0.913273145,14.1586,-0.193126855,12.5816,-1.770126855,11.6453,-2.706426855
0.519999981,17.7497,3.397973145,15.2692,0.917473145,14.0464,-0.305326855,12.4112,-1.940526855,11.4256,-2.926126855
0.483394943,17.8695,3.517773145,15.2565,0.904773145,13.9332,-0.418526855,12.2409,-2.110826855,11.2409,-3.110826855
-0.419999987,17.8078,3.456073145,15.1246,0.772873145,14.0313,-0.320426855,12.4583,-1.893426855,11.4885,-2.863226855
0.457,18.3797,4.855945479,16.7407,3.216945479,16.3078,2.784045479,14.9069,1.383145479,13.9366,0.412845479
-0.128,18.5967,5.072945479,16.6899,3.166145479,16.3063,2.782545479,14.8925,1.368745479,13.919,0.395245479
-0.099,18.9038,5.380045479,17.2546,3.730845479,17.0489,3.525145479,15.7635,2.239745479,14.842,1.318245479
-0.407,18.4304,4.906645479,16.72,3.196245479,16.484,2.960245479,15.1803,1.656545479,14.2645,0.740745479
-0.117,18.3534,4.829645479,16.5298,3.006045479,16.204,2.680245479,14.8245,1.300745479,13.8915,0.367745479
-0.001,18.1935,4.669745479,15.4698,1.946045479,14.3279,0.804145479,12.5771,-0.946654521,11.454,-2.069754521
0.076,18.419,4.895245479,15.5812,2.057445479,14.3948,0.871045479,12.5403,-0.983454521,11.388,-2.135754521
0.258,17.6774,4.153645479,15.4676,1.943845479,14.5978,1.074045479,13.0447,-0.479054521,11.9808,-1.542954521
0.47,18.1802,4.656445479,15.8256,2.301845479,14.7891,1.265345479,13.1263,-0.397454521,12.0202,-1.503554521
-0.134,17.7279,4.204145479,15.5523,2.028545479,14.8773,1.353545479,13.3972,-0.126554521,12.3815,-1.142254521
0.413,18.0837,4.559945479,15.9167,2.392945479,15.1113,1.587545479,13.5528,0.029045479,12.5057,-1.018054521
0.183,18.0346,4.510845479,15.8339,2.310145479,15.215,1.691245479,13.6967,0.172945479,12.6676,-0.856154521
0.073,18.148,4.624245479,15.8532,2.329445479,15.1855,1.661745479,13.6376,0.113845479,12.6083,-0.915454521
0.226,18.112,4.588245479,15.9147,2.390945479,15.208,1.684245479,13.6455,0.121745479,12.6201,-0.903654521
-0.02,18.7685,5.244745479,16.5775,3.053745479,15.3341,1.810345479,13.8258,0.302045479,12.8383,-0.685454521
-0.095,18.0712,4.547445479,15.97,2.446245479,15.4354,1.911645479,13.9842,0.460445479,12.9869,-0.536854521
0.685,18.1251,4.601345479,16.2381,2.714345479,15.665,2.141245479,14.1972,0.673445479,13.1982,-0.325554521
-0.248,18.2292,4.705445479,16.2298,2.706045479,15.7767,2.252945479,14.3391,0.815345479,13.3411,-0.182654521
0.075,18.1958,4.672045479,16.411,2.887245479,15.9125,2.388745479,14.5032,0.979445479,13.5317,0.007945479
-0.043,18.3318,4.808045479,16.3452,2.821445479,15.9393,2.415545479,14.5182,0.994445479,13.5591,0.035345479
0.656,18.1972,4.673445479,16.4331,2.909345479,15.9286,2.404845479,14.5168,0.993045479,13.5506,0.026845479
-0.137,18.2525,4.728745479,16.3192,2.795445479,15.9338,2.410045479,14.5058,0.982045479,13.538,0.014245479
-0.096,18.4674,4.943645479,16.5615,3.037745479,16.2116,2.687845479,14.8371,1.313345479,13.8864,0.362645479
0.353,18.4008,4.877045479,16.768,3.244245479,16.3589,2.835145479,15.0047,1.480945479,14.0581,0.534345479
0.304,23.0339,7.793439741,19.508,4.267539741,17.9604,2.719939741,15.8621,0.621639741,14.6353,-0.605160259
0.483,22.8984,7.657939741,19.6631,4.422639741,18.0908,2.850339741,16.0181,0.777639741,14.7868,-0.453660259
0.182,22.7736,7.533139741,19.3623,4.121839741,17.9724,2.731939741,15.9495,0.709039741,14.7401,-0.500360259
0.502,23.0251,7.784639741,19.6374,4.396939741,18.0201,2.779639741,15.901,0.660539741,14.6251,-0.615360259
0.215,23.1233,7.882839741,19.7668,4.526339741,17.5603,2.319839741,14.9424,-0.298060259,13.3854,-1.855060259
0.111,23.7525,8.512039741,20.8449,5.604439741,17.9274,2.686939741,14.4414,-0.799060259,12.6029,-2.637560259
0.884,22.7061,7.465639741,19.8445,4.604039741,17.2786,2.038139741,14.4776,-0.762860259,12.6162,-2.624260259
0.497,23.2418,8.001339741,20.222,4.981539741,17.9138,2.673339741,14.1943,-1.046160259,12.4155,-2.824960259
0.551,23.1646,7.924139741,19.7646,4.524139741,17.3206,2.080139741,14.6439,-0.596560259,13.1073,-2.133160259
0.639,23.1274,7.886939741,19.7407,4.500239741,17.2791,2.038639741,14.5746,-0.665860259,13.0279,-2.212560259
0.386,23.2199,7.979439741,19.6694,4.428939741,17.9017,2.661239741,15.6829,0.442439741,14.3681,-0.872360259
0.337,23.7428,8.502339741,19.9916,4.751139741,17.675,2.434539741,15.1616,-0.078860259,13.7137,-1.526760259
0.399,23.5629,8.322439741,19.8235,4.583039741,17.6736,2.433139741,15.1857,-0.054760259,13.788,-1.452460259
-0.014,23.2403,7.999839741,19.5235,4.283039741,17.4332,2.192739741,14.9911,-0.249360259,13.5785,-1.661960259
0.456,23.0795,7.839039741,20.1031,4.862639741,17.4161,2.175639741,14.5344,-0.706060259,12.5646,-2.675860259
0.325,23.3908,8.150339741,19.7023,4.461839741,17.3917,2.151239741,14.8354,-0.405060259,13.3562,-1.884260259
0.3,23.3772,8.136739741,19.8228,4.582339741,17.3904,2.149939741,14.7711,-0.469360259,13.1941,-2.046360259
0.622,23.2686,8.028139741,19.9317,4.691239741,17.5865,2.346039741,15.0155,-0.224960259,13.566,-1.674460259
1.384,23.2791,8.038639741,20.2494,5.008939741,17.6389,2.398439741,14.7906,-0.449860259,13.2105,-2.029960259
0.704,21.9964,6.755939741,19.8846,4.644139741,17.5983,2.357839741,14.9973,-0.243160259,13.5784,-1.662060259
0.678,23.3707,8.130239741,20.1202,4.879739741,17.5736,2.333139741,14.7868,-0.453660259,13.1563,-2.084160259
1.024,23.4009,8.160439741,20.2245,4.984039741,17.7492,2.508739741,14.9119,-0.328560259,13.3501,-1.890360259
0.455,23.2881,8.047639741,19.5925,4.352039741,17.7168,2.476339741,15.4418,0.201339741,14.1107,-1.129760259
