epoch,train_loss,train_metric,val_loss,val_metric,learning_rate
1,12.972859581131742,0.0,12.060173988342285,0.0,9.8e-05
2,11.706052900978882,0.0,10.89716068903605,0.0,9.604e-05
3,10.550180840815894,0.0,9.828207810719809,0.0,9.41192e-05
4,9.49493227393379,0.0,8.866226196289062,0.0,9.2236816e-05
5,8.533228891467617,0.0,7.981894493103027,0.0,9.039207968e-05
6,7.6566602644337785,0.0,7.1705428759257,0.0,8.858423808639999e-05
7,6.86082836729369,0.0,6.436008850733439,0.0,8.681255332467199e-05
8,6.133875564212713,0.0,5.777419805526733,0.0,8.507630225817855e-05
9,5.4764957816352675,0.0,5.171906073888143,0.0,8.337477621301498e-05
10,4.88073474141807,0.0,4.624052365620931,0.0,8.170728068875468e-05
11,4.343220401133887,0.0,4.1331959168116255,0.0,8.007313507497958e-05
12,3.8574868521539334,0.0,3.690581281979879,0.0,7.847167237347999e-05
13,3.4209522532122167,0.0,3.2876946926116943,0.0,7.690223892601038e-05
14,3.0300177600049327,0.0,2.928156097730001,0.0,7.536419414749018e-05
15,2.679371199456815,0.0,2.607075313727061,0.0,7.385691026454037e-05
16,2.3667046683945805,0.0,2.318759342034658,0.0,7.237977205924956e-05
17,2.0897799606236935,0.0,2.0614783565203347,0.0,7.093217661806457e-05
18,1.842737042526314,0.0,1.8329900701840718,0.0,6.951353308570328e-05
19,1.6235657844068778,0.0,1.633750041325887,0.0,6.812326242398921e-05
20,1.4313753293110774,0.0,1.4526277383168538,0.0,6.676079717550942e-05
21,1.2616321797824013,0.0,1.2949496805667877,0.0,6.542558123199923e-05
22,1.112772298884068,0.0,1.1545479993025463,0.0,6.411706960735925e-05
23,0.9826918883561009,0.0,1.0341157813866932,0.0,6.283472821521206e-05
24,0.8688822318863005,0.0,0.926303411523501,0.0,6.157803365090782e-05
25,0.7705330504146637,0.0,0.8310483396053314,0.0,6.0346472977889664e-05
26,0.6841502478219804,0.0,0.7498603860537211,0.0,5.913954351833187e-05
27,0.6090987362473259,0.0,0.6775294890006384,0.0,5.795675264796523e-05
28,0.5437067458532515,0.0,0.6144762014349302,0.0,5.6797617595005923e-05
29,0.4875623086189253,0.0,0.5600025380651156,0.0,5.56616652431058e-05
30,0.4393241220402502,0.0,0.5118461027741432,0.0,5.4548431938243684e-05
31,0.3969294392204595,0.0,0.47063762322068214,0.0,5.345746329947881e-05
32,0.3609858345086868,0.0,0.43414132048686344,0.0,5.2388314033489236e-05
33,0.3301608451932871,0.0,0.4040419136484464,0.0,5.134054775281945e-05
34,0.3037953037616894,0.0,0.37616823986172676,0.0,5.031373679776306e-05
35,0.28060920054421706,0.0,0.35242606947819394,0.0,4.9307462061807795e-05
36,0.260841261477492,0.0,0.3305317846437295,0.0,4.832131282057164e-05
37,0.24419017597965526,0.0,0.3129916737476985,0.0,4.735488656416021e-05
38,0.2295378563900339,0.0,0.2970672436058521,0.0,4.6407788832877e-05
39,0.21623066116579517,0.0,0.2834664098918438,0.0,4.547963305621946e-05
40,0.20527577366494484,0.0,0.27098170419534046,0.0,4.4570040395095074e-05
41,0.19574305556748248,0.0,0.26032469794154167,0.0,4.367863958719317e-05
42,0.1873232834546814,0.0,0.25018464028835297,0.0,4.2805066795449306e-05
43,0.18002245305485315,0.0,0.24160661548376083,0.0,4.194896545954032e-05
44,0.17358076850129334,0.0,0.23434397329886755,0.0,4.110998615034951e-05
45,0.16803710956212842,0.0,0.22725784902771315,0.0,4.028778642734252e-05
46,0.16321974291099547,0.0,0.22101098174850145,0.0,3.948203069879567e-05
47,0.15890453974990285,0.0,0.21597850571076074,0.0,3.869239008481975e-05
