epoch,train_loss,train_metric,val_loss,val_metric,learning_rate
1,2.1649472459759727,0.0,1.5203748690454584,0.0,9.8e-05
2,1.021699641649299,0.0,0.6887175487844568,0.0,9.604e-05
3,0.44619949257582336,0.0,0.30085017414469467,0.0,9.41192e-05
4,0.20088143451763832,0.0,0.151502365540517,0.0,9.2236816e-05
5,0.11522350588449584,0.0,0.10309695285793982,0.0,9.039207968e-05
6,0.08992598453704974,0.0,0.0889721971593405,0.0,8.858423808639999e-05
7,0.08237284468894189,0.0,0.08435877638035699,0.0,8.681255332467199e-05
8,0.07896750227550897,0.0,0.08124906824607599,0.0,8.507630225817855e-05
9,0.07673338464252194,0.0,0.0794988738274888,0.0,8.337477621301498e-05
10,0.07492481080310164,0.0,0.07762862330204562,0.0,8.170728068875468e-05
11,0.0733091748773009,0.0,0.07622992521838139,0.0,8.007313507497958e-05
12,0.07208211165812116,0.0,0.07491349811224561,0.0,7.847167237347999e-05
13,0.0709195317830836,0.0,0.07387369949566691,0.0,7.690223892601038e-05
14,0.06994108435271564,0.0,0.0727649594804174,0.0,7.536419414749018e-05
15,0.06917857412390041,0.0,0.07172708183919128,0.0,7.385691026454037e-05
16,0.06834093322190007,0.0,0.07068236554531675,0.0,7.237977205924956e-05
17,0.06779903738145816,0.0,0.07004782537880697,0.0,7.093217661806457e-05
18,0.0671939779637767,0.0,0.06932020912829198,0.0,6.951353308570328e-05
19,0.06667773497532564,0.0,0.06875994154497196,0.0,6.812326242398921e-05
20,0.06640521118433673,0.0,0.06816495278556096,0.0,6.676079717550942e-05
21,0.065884512403855,0.0,0.06762970248727422,0.0,6.542558123199923e-05
22,0.0656872304569137,0.0,0.06730873975902796,0.0,6.411706960735925e-05
23,0.06533880214377934,0.0,0.06680577718897869,0.0,6.283472821521206e-05
24,0.06507115399209734,0.0,0.06632510905987338,0.0,6.157803365090782e-05
25,0.06483403921301094,0.0,0.06609636986334073,0.0,6.0346472977889664e-05
26,0.06467369282699621,0.0,0.06574121235232604,0.0,5.913954351833187e-05
27,0.06439585090715319,0.0,0.06589725623397451,0.0,5.795675264796523e-05
28,0.06441783355467522,0.0,0.06555351291440036,0.0,5.6797617595005923e-05
29,0.0642584081435082,0.0,0.06539378824986909,0.0,5.56616652431058e-05
30,0.0641332414223875,0.0,0.06487668815412019,0.0,5.4548431938243684e-05
31,0.06392054713762883,0.0,0.06489809004491881,0.0,5.345746329947881e-05
32,0.06389725555288375,0.0,0.06492661508290391,0.0,5.2388314033489236e-05
