epoch,train_loss,train_metric,val_loss,val_metric,learning_rate
1,1.2350850105285645,0.0,1.3771287961439653,0.0,0.000192
2,1.1763649635975904,0.0,1.3171939199621028,0.0,0.00018432
3,1.1281128561142648,0.0,1.2666169946843928,0.0,0.00017694719999999999
4,1.0874682180952318,0.0,1.2238144657828591,0.0,0.00016986931199999998
5,1.0511856374174062,0.0,1.1851913928985596,0.0,0.00016307453951999997
6,1.0189913759137144,0.0,1.1500283154574307,0.0,0.00015655155793919997
7,0.9896165675455981,0.0,1.1189399524168535,0.0,0.00015028949562163196
8,0.9623010359188118,0.0,1.0903265259482644,0.0,0.00014427791579676668
9,0.9372301626913618,0.0,1.0646520527926358,0.0,0.000138506799164896
10,0.9135215671935885,0.0,1.0406290075995706,0.0,0.00013296652719830017
11,0.8916823273838157,0.0,1.017399939623746,0.0,0.00012764786611036815
12,0.8709171290444856,0.0,0.9967520345341075,0.0,0.00012254195146595343
13,0.8513097698145574,0.0,0.9767023866826837,0.0,0.0001176402734073153
14,0.8331538314866548,0.0,0.9582658572630449,0.0,0.00011293466247102267
15,0.8157171409318943,0.0,0.9403517246246338,0.0,0.00010841727597218177
16,0.7993338987378791,0.0,0.9240721464157104,0.0,0.00010408058493329449
17,0.7838444969441631,0.0,0.9081263975663618,0.0,9.99173615359627e-05
18,0.7690897943949936,0.0,0.8934744379737161,0.0,9.592066707452419e-05
19,0.755252211400778,0.0,0.8786344853314486,0.0,9.208384039154321e-05
20,0.7422485006327676,0.0,0.8652641773223877,0.0,8.840048677588148e-05
21,0.7299467862242519,0.0,0.8519423983313821,0.0,8.486446730484622e-05
22,0.7183206577112179,0.0,0.8400555740703236,0.0,8.146988861265236e-05
23,0.707397722371734,0.0,0.8282917087728326,0.0,7.821109306814626e-05
24,0.6972244671075651,0.0,0.8167220895940607,0.0,7.508264934542041e-05
25,0.6877493238685155,0.0,0.8070146820761941,0.0,7.207934337160358e-05
26,0.6784061376411136,0.0,0.796034650369124,0.0,6.919616963673944e-05
27,0.6697603015616389,0.0,0.7863611416383223,0.0,6.642832285126986e-05
28,0.661530328269052,0.0,0.7775229865854437,0.0,6.377118993721907e-05
29,0.6538387749454763,0.0,0.7687074704603716,0.0,6.122034233973031e-05
30,0.6464311569043906,0.0,0.760477131063288,0.0,5.8771528646141094e-05
31,0.6394268622492799,0.0,0.7528072378852151,0.0,5.6420667500295446e-05
32,0.6329689486192005,0.0,0.7455242438749834,0.0,5.416384080028363e-05
33,0.6265814419430081,0.0,0.7381198731335726,0.0,5.199728716827228e-05
34,0.6206032037734985,0.0,0.7312632907520641,0.0,4.991739568154139e-05
35,0.6149786598611586,0.0,0.7245640321211382,0.0,4.792069985427973e-05
36,0.6096909748445644,0.0,0.7188159823417664,0.0,4.6003871860108536e-05
37,0.6046096954015222,0.0,0.7124418128620494,0.0,4.4163716985704197e-05
38,0.5996618102682699,0.0,0.7070535692301664,0.0,4.239716830627603e-05
39,0.5949942581724412,0.0,0.702038212255998,0.0,4.070128157402498e-05
40,0.5905645324452089,0.0,0.6968985091556202,0.0,3.907323031106398e-05
41,0.5863602654178544,0.0,0.6916781067848206,0.0,3.7510301098621417e-05
42,0.5822485877145634,0.0,0.6869937452402982,0.0,3.600988905467656e-05
43,0.5784328748093973,0.0,0.6826550797982649,0.0,3.4569493492489495e-05
44,0.5747805066628031,0.0,0.6785751797936179,0.0,3.3186713752789914e-05
45,0.5713354824203076,0.0,0.6747596426443621,0.0,3.185924520267832e-05
46,0.567961053092881,0.0,0.6708206046711315,0.0,3.058487539457119e-05
47,0.5648222857772713,0.0,0.6667460148984735,0.0,2.936148037878834e-05
48,0.561717427603089,0.0,0.6631905219771645,0.0,2.8187021163636805e-05
49,0.5588409278062311,0.0,0.6597357934171503,0.0,2.705954031709133e-05
50,0.5560080364789113,0.0,0.6566014018925753,0.0,2.5977158704407677e-05
51,0.5533801092959867,0.0,0.6535818901928988,0.0,2.493807235623137e-05
52,0.5508277377869824,0.0,0.650533524426547,0.0,2.3940549461982113e-05
53,0.5483829579731025,0.0,0.6478331414136019,0.0,2.298292748350283e-05
54,0.546034766158255,0.0,0.645119927146218,0.0,2.2063610384162714e-05
55,0.5438128249479992,0.0,0.6425919207659635,0.0,2.1181065968796204e-05
56,0.5417085770923312,0.0,0.6402392224832014,0.0,2.0333823330044356e-05
57,0.5396459444914714,0.0,0.637646268714558,0.0,1.952047039684258e-05
58,0.5376977185801705,0.0,0.6353888294913552,0.0,1.8739651580968876e-05
59,0.5358238385455443,0.0,0.6332736611366272,0.0,1.799006551773012e-05
60,0.534031486452216,0.0,0.6312627738172357,0.0,1.7270462897020915e-05
61,0.5323022267605999,0.0,0.6292515559629961,0.0,1.6579644381140076e-05
62,0.5306480373486434,0.0,0.6272991895675659,0.0,1.5916458605894472e-05
63,0.5290572180016206,0.0,0.6255455992438577,0.0,1.527980026165869e-05
64,0.5275706873081698,0.0,0.6237790909680453,0.0,1.4668608251192343e-05
65,0.5260837942656904,0.0,0.6220284483649514,0.0,1.4081863921144648e-05
66,0.5247073683998372,0.0,0.6204787601124157,0.0,1.3518589364298862e-05
67,0.5233730212001517,0.0,0.6188348748467185,0.0,1.2977845789726907e-05
68,0.5220782646153233,0.0,0.6173704049803994,0.0,1.245873195813783e-05
