epoch,train_loss,train_metric,val_loss,val_metric,learning_rate
1,0.9116668358887776,0.0,0.8126650046218525,0.0,0.0019
2,0.5869054944798497,0.0,0.5970628180287101,0.0,0.001805
3,0.4357802977066229,0.0,0.4562611905011264,0.0,0.00171475
4,0.3364111608502888,0.0,0.37471058151938696,0.0,0.0016290124999999997
5,0.2708229432159131,0.0,0.3090719661929391,0.0,0.0015475618749999996
6,0.2255745384067592,0.0,0.26725124432282016,0.0,0.0014701837812499995
7,0.19571761432850715,0.0,0.23835913159630515,0.0,0.0013966745921874994
8,0.1749710153124415,0.0,0.21291962198235773,0.0,0.0013268408625781243
9,0.159842995465687,0.0,0.19793869419531387,0.0,0.001260498819449218
10,0.1507194838532717,0.0,0.1911347284913063,0.0,0.001197473878476757
11,0.14154496077116174,0.0,0.1791707141832872,0.0,0.001137600184552919
12,0.13512819315684904,0.0,0.17225419797680594,0.0,0.001080720175325273
13,0.13101206712498523,0.0,0.16870959915898062,0.0,0.0010266841665590094
14,0.12756060126541865,0.0,0.16141368516466834,0.0,0.0009753499582310589
15,0.12386392529057984,0.0,0.16068371588533575,0.0,0.0009265824603195059
16,0.12159152708873891,0.0,0.15425129912116312,0.0,0.0008802533373035306
17,0.11910140661910029,0.0,0.15181715176864105,0.0,0.0008362406704383541
18,0.11754333899162783,0.0,0.1497066854075952,0.0,0.0007944286369164363
19,0.11631383440724694,0.0,0.14948270266706293,0.0,0.0007547072050706144
20,0.11486789436623601,0.0,0.14511479505083777,0.0,0.0007169718448170836
21,0.11380497447334893,0.0,0.14865363186055963,0.0,0.0006811232525762294
22,0.11260196824770162,0.0,0.14667690951715817,0.0,0.0006470670899474179
23,0.11160613128011769,0.0,0.14364663579247214,0.0,0.0006147137354500469
24,0.11065601880228755,0.0,0.14673793112689798,0.0,0.0005839780486775445
25,0.11018035173563674,0.0,0.14546052298762582,0.0,0.0005547791462436673
26,0.10883537056570006,0.0,0.14477094330570914,0.0,0.0005270401889314838
27,0.10821621193744169,0.0,0.14496453445066104,0.0,0.0005006881794849096
28,0.10756054096440278,0.0,0.1428816399791024,0.0,0.0004756537705106641
29,0.10693010724712126,0.0,0.1427944844419306,0.0,0.0004518710819851309
