epoch,train_loss,train_metric,val_loss,val_metric,learning_rate
1,0.15579379879241614,0.0,0.0982980877161026,0.0,0.00098
2,0.11261004630931362,0.0,0.08316740393638611,0.0,0.0009603999999999999
3,0.08691611120738595,0.0,0.06741755455732346,0.0,0.0009411919999999999
4,0.07487125135115369,0.0,0.06274661421775818,0.0,0.0009223681599999998
5,0.08509098010230388,0.0,0.05753859877586365,0.0,0.0009039207967999998
6,0.08279758850238982,0.0,0.0705026239156723,0.0,0.0008858423808639998
7,0.07653606713357554,0.0,0.07498934864997864,0.0,0.0008681255332467198
8,0.06685307271340314,0.0,0.06300687044858932,0.0,0.0008507630225817853
9,0.06898790962016421,0.0,0.05936703830957413,0.0,0.0008337477621301496
10,0.054845106176930856,0.0,0.05281636863946915,0.0,0.0008170728068875465
11,0.06359642492902225,0.0,0.05401159077882767,0.0,0.0008007313507497956
12,0.059396070390265454,0.0,0.05179409310221672,0.0,0.0007847167237347997
13,0.08620634718852885,0.0,0.04746123403310776,0.0,0.0007690223892601037
14,0.05302883886913368,0.0,0.042920857667922974,0.0,0.0007536419414749016
15,0.055136954319153435,0.0,0.0402689129114151,0.0,0.0007385691026454036
16,0.06804188966279116,0.0,0.039405934512615204,0.0,0.0007237977205924955
17,0.06876242705262624,0.0,0.04327606409788132,0.0,0.0007093217661806456
18,0.06754196512753068,0.0,0.04555603861808777,0.0,0.0006951353308570327
19,0.05385684449545938,0.0,0.055752746760845184,0.0,0.000681232624239892
20,0.057885351831017576,0.0,0.05252233147621155,0.0,0.0006676079717550942
21,0.0555168852311184,0.0,0.055610500276088715,0.0,0.0006542558123199924
