epoch,train_loss,train_metric,val_loss,val_metric,learning_rate
1,0.22692678612551537,0.0,0.2813126742839813,0.0,0.00098
2,0.173288476682896,0.0,0.25470128655433655,0.0,0.0009603999999999999
3,0.1451460327363122,0.0,0.21382829546928406,0.0,0.0009411919999999999
4,0.1222645545302473,0.0,0.15039530396461487,0.0,0.0009223681599999998
5,0.111511573734866,0.0,0.10308887809515,0.0,0.0009039207967999998
6,0.09408924614007656,0.0,0.07857944816350937,0.0,0.0008858423808639998
7,0.08737947420971426,0.0,0.06848587840795517,0.0,0.0008681255332467198
8,0.0931872066059803,0.0,0.06181396543979645,0.0,0.0008507630225817853
9,0.08685792449912334,0.0,0.06548929959535599,0.0,0.0008337477621301496
10,0.0912027584548989,0.0,0.06777799874544144,0.0,0.0008170728068875465
11,0.08685309106138497,0.0,0.06149769946932793,0.0,0.0008007313507497956
12,0.08093120176260828,0.0,0.06061890721321106,0.0,0.0007847167237347997
13,0.0869682075885626,0.0,0.05657041072845459,0.0,0.0007690223892601037
14,0.07774991811805182,0.0,0.05234605073928833,0.0,0.0007536419414749016
15,0.08160927419748781,0.0,0.05166494846343994,0.0,0.0007385691026454036
16,0.07192679774437555,0.0,0.052392251789569855,0.0,0.0007237977205924955
17,0.07494165852868179,0.0,0.05841229483485222,0.0,0.0007093217661806456
18,0.09039815002841647,0.0,0.05922664329409599,0.0,0.0006951353308570327
19,0.06847999113447525,0.0,0.05822102352976799,0.0,0.000681232624239892
20,0.08292326728952416,0.0,0.05668716877698898,0.0,0.0006676079717550942
21,0.06640886319843353,0.0,0.05411998927593231,0.0,0.0006542558123199924
22,0.07789594538476133,0.0,0.052964624017477036,0.0,0.0006411706960735925
23,0.0694341299153561,0.0,0.05438513681292534,0.0,0.0006283472821521206
24,0.06893453269994637,0.0,0.05414937064051628,0.0,0.0006157803365090782
25,0.07964919551330454,0.0,0.05220147967338562,0.0,0.0006034647297788967
